БЕ,Класс ЕО,Тип конструкции,Техместо,МВЗ,Модель ЕО,ЕО,Наименоваание ЕО,Дата начала эксплуатации,Дата завершения эксплуатации,Среднесуточная наработка,Наработка 1.03.2022,Дата время начала работ,Дата время завершения работ,Год,Месяц,Вид ТОИР,"Время простоя, час"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-23 08:00:00,2023-07-23 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-23 08:00:00,2023-07-23 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-24 08:00:00,2023-07-24 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-24 08:00:00,2023-07-24 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-25 04:55:12,2023-07-26 00:55:12,2023,7,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-25 08:00:00,2023-07-25 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-25 08:00:00,2023-07-25 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-26 08:00:00,2023-07-26 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-26 08:00:00,2023-07-26 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-27 08:00:00,2023-07-27 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-27 08:00:00,2023-07-27 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-28 03:20:24,2023-07-28 23:20:24,2023,7,ТР,"20,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-28 08:00:00,2023-07-28 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-28 08:00:00,2023-07-28 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-29 08:00:00,2023-07-29 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-29 08:00:00,2023-07-29 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-30 08:00:00,2023-07-30 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-30 08:00:00,2023-07-30 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-07-31 08:00:00,2023-07-31 08:39:36,2023,7,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-07-31 08:00:00,2023-07-31 08:39:36,2023,7,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-01 08:00:00,2023-08-01 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-01 08:00:00,2023-08-01 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-02 08:00:00,2023-08-02 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-02 08:00:00,2023-08-02 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-03 08:00:00,2023-08-03 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-03 08:00:00,2023-08-03 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-04 08:00:00,2023-08-04 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-04 08:00:00,2023-08-04 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-05 02:13:48,2023-08-05 11:01:48,2023,8,ТО-6000,"8,8"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-05 08:00:00,2023-08-05 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-05 08:00:00,2023-08-05 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-06 08:00:00,2023-08-06 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-06 08:00:00,2023-08-06 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-07 06:28:48,2023-08-08 02:28:48,2023,8,ТР,"20,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-07 08:00:00,2023-08-07 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-07 08:00:00,2023-08-07 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-08 08:00:00,2023-08-08 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-08 08:00:00,2023-08-08 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-09 08:00:00,2023-08-09 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-09 08:00:00,2023-08-09 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-09 15:28:48,2023-08-10 11:28:48,2023,8,ТР,"20,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-10 08:00:00,2023-08-10 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-10 08:00:00,2023-08-10 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-10 21:28:48,2023-08-11 02:58:48,2023,8,ТО-1000,"5,5"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-11 08:00:00,2023-08-11 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-11 08:00:00,2023-08-11 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-12 08:00:00,2023-08-12 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-12 08:00:00,2023-08-12 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-13 08:00:00,2023-08-13 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-13 08:00:00,2023-08-13 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-14 08:00:00,2023-08-14 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-14 08:00:00,2023-08-14 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-15 08:00:00,2023-08-15 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-15 08:00:00,2023-08-15 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-16 08:00:00,2023-08-16 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-16 08:00:00,2023-08-16 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-17 08:00:00,2023-08-17 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-17 08:00:00,2023-08-17 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-18 08:00:00,2023-08-18 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-18 08:00:00,2023-08-18 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-19 08:00:00,2023-08-19 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-19 08:00:00,2023-08-19 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-20 08:00:00,2023-08-20 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-20 08:00:00,2023-08-20 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-20 08:02:24,2023-08-21 04:02:24,2023,8,ТР,"20,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-21 08:00:00,2023-08-21 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-21 08:00:00,2023-08-21 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-22 03:37:12,2023-08-22 23:37:12,2023,8,ТР,"20,0"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-22 08:00:00,2023-08-22 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-22 08:00:00,2023-08-22 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-23 08:00:00,2023-08-23 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-23 08:00:00,2023-08-23 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-24 08:00:00,2023-08-24 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-24 08:00:00,2023-08-24 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-25 08:00:00,2023-08-25 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-25 08:00:00,2023-08-25 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-26 08:00:00,2023-08-26 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-26 08:00:00,2023-08-26 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-27 08:00:00,2023-08-27 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-27 08:00:00,2023-08-27 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-28 08:00:00,2023-08-28 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-28 08:00:00,2023-08-28 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-29 08:00:00,2023-08-29 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-29 08:00:00,2023-08-29 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-29 12:40:48,2023-08-29 17:10:48,2023,8,ТО-500,"4,5"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-30 08:00:00,2023-08-30 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-30 08:00:00,2023-08-30 08:39:36,2023,8,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-08-31 08:00:00,2023-08-31 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-08-31 08:00:00,2023-08-31 08:39:36,2023,8,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-01 08:00:00,2023-09-01 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-01 08:00:00,2023-09-01 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-02 08:00:00,2023-09-02 08:39:36,2023,9,ЕТО,"0,66"
Олимпиадинский ГОК,Самосвалы карьерные,960000001,11-RUD-CGTR-SEBT-CC38,1113011620,Самосвалы CAT 785C,100000062398,Самосвал карьерный 785C №439,2013-12-13,2025-07-01,"21,2630137","60723,55",2023-09-02 08:00:00,2023-09-02 08:39:36,2023,9,ЕТО,"0,66"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-02 09:36:00,2023-09-03 05:36:00,2023,9,ТР,"20,0"
Полюс Вернинское,Самосвалы карьерные,960000001,03-CTT-CC01,1213011420,Самосвалы CAT 785C,100000008673,Самосвал карьерный 785C №1619,2017-12-12,2030-01-01,"20,37",,2023-09-03 08:00:00,2023-09-03 08:39:36,2023,9,ЕТО,"0,66"
