ПозПредупредТОРО,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Вид работы ТОРО,Вид заказа,Тип техкарты,Группа,СчетГруппТехкарт,updated-counter,strategy_str_counter,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
157034,100000057330,Техническое обслуживание 1,100,100000062384,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
157035,100000057330,Техническое обслуживание 2,100,100000062384,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157036,100000057330,Техническое обслуживание 3,100,100000062384,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
157037,100000057330,Техническое обслуживание 4,100,100000062384,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
157038,100000057330,Техническое обслуживание 5,100,100000062384,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
157039,100000057331,Замена бортовых редукторов,100,100000062384,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
157040,100000057332,КР главной передачи,100,100000062384,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
157041,100000057332,Замена главной передачи,100,100000062384,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
157042,100000057333,Замена коробки передач,100,100000062384,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
157043,100000057334,ТР двигателя,100,100000062384,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
157044,100000057334,Замена двигателя,100,100000062384,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
157045,100000057335,Замена гидротрансформатора,100,100000062385,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
157046,100000057336,Замена конечной передачи,100,100000062385,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
157047,100000057337,Замена кузова,100,100000062385,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
157048,100000057338,ТР электрооборудования,100,100000062385,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
157049,100000057339,ТР пневмосистемы,100,100000062385,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
157050,100000057340,ТР рулевого управления,100,100000062385,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
157051,100000057341,Замена колеса,100,100000062385,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
157052,100000057342,Техническое обслуживание 1,100,100000062385,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
157053,100000057342,Техническое обслуживание 2,100,100000062385,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157054,100000057342,Техническое обслуживание 3,100,100000062385,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
157055,100000057342,Техническое обслуживание 4,100,100000062385,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
157056,100000057342,Техническое обслуживание 5,100,100000062385,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
157057,100000057343,Замена бортовых редукторов,100,100000062385,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
157058,100000057344,КР главной передачи,100,100000062385,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
157059,100000057344,Замена главной передачи,100,100000062385,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
157060,100000057345,Замена коробки передач,100,100000062385,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
157061,,ТР двигателя,100,100000062385,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
157062,100000057346,Замена двигателя,100,100000062385,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
157063,100000057347,Замена гидротрансформатора,100,100000062386,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
157064,100000057348,Замена конечной передачи,100,100000062386,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
157065,100000057349,Замена кузова,100,100000062386,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
157066,100000057350,ТР электрооборудования,100,100000062386,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
157067,100000057351,ТР пневмосистемы,100,100000062386,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
157068,100000057352,ТР рулевого управления,100,100000062386,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
157069,100000057353,Замена колеса,100,100000062386,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
157070,100000057354,Техническое обслуживание 1,100,100000062386,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
157071,100000057354,Техническое обслуживание 2,100,100000062386,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157072,100000057354,Техническое обслуживание 3,100,100000062386,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
157073,100000057354,Техническое обслуживание 4,100,100000062386,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
157074,100000057354,Техническое обслуживание 5,100,100000062386,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
157075,100000057355,Замена бортовых редукторов,100,100000062386,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
157076,100000057356,КР главной передачи,100,100000062386,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
157077,100000057356,Замена главной передачи,100,100000062386,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
157078,100000057357,Замена коробки передач,100,100000062386,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
157079,100000057358,ТР двигателя,100,100000062386,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
157080,100000057358,Замена двигателя,100,100000062386,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
157081,100000057359,Замена гидротрансформатора,100,100000062387,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
157082,100000057360,Замена конечной передачи,100,100000062387,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
157083,100000057361,Замена кузова,100,100000062387,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
157084,100000057362,ТР электрооборудования,100,100000062387,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
157085,100000057363,ТР пневмосистемы,100,100000062387,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
157086,100000057364,ТР рулевого управления,100,100000062387,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
157087,100000057365,Замена колеса,100,100000062387,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
157088,100000057366,Техническое обслуживание 1,100,100000062387,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
157089,100000057366,Техническое обслуживание 2,100,100000062387,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157090,100000057366,Техническое обслуживание 3,100,100000062387,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
157091,100000057366,Техническое обслуживание 4,100,100000062387,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
157092,100000057366,Техническое обслуживание 5,100,100000062387,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
157093,100000057367,Замена бортовых редукторов,100,100000062387,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
157094,100000057368,КР главной передачи,100,100000062387,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
157095,100000057368,Замена главной передачи,100,100000062387,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
157096,100000057369,Замена коробки передач,100,100000062387,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
157097,100000057370,ТР двигателя,100,100000062387,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
157098,100000057370,Замена двигателя,100,100000062387,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
157099,100000057371,Замена гидротрансформатора,100,100000062388,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
157100,100000057372,Замена конечной передачи,100,100000062388,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
157101,100000057373,Замена кузова,100,100000062388,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
157102,100000057374,ТР электрооборудования,100,100000062388,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
157103,100000057375,ТР пневмосистемы,100,100000062388,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
157104,100000057376,ТР рулевого управления,100,100000062388,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
157105,100000057377,Замена колеса,100,100000062388,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
157106,100000057378,Техническое обслуживание 1,100,100000062388,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
157107,100000057378,Техническое обслуживание 2,100,100000062388,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157108,100000057378,Техническое обслуживание 3,100,100000062388,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
157109,100000057378,Техническое обслуживание 4,100,100000062388,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
157110,100000057378,Техническое обслуживание 5,100,100000062388,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
157111,100000057379,Замена бортовых редукторов,100,100000062388,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
157112,100000057380,КР главной передачи,100,100000062388,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
157113,100000057380,Замена главной передачи,100,100000062388,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
157114,100000057381,Замена коробки передач,100,100000062388,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
157115,100000057382,ТР двигателя,100,100000062388,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
157116,100000057382,Замена двигателя,100,100000062388,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
157117,100000057383,Замена гидротрансформатора,100,100000062389,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
157118,100000057384,Замена конечной передачи,100,100000062389,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
157119,100000057385,Замена кузова,100,100000062389,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
157120,100000057386,ТР электрооборудования,100,100000062389,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
157121,100000057387,ТР пневмосистемы,100,100000062389,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
157122,100000057388,ТР рулевого управления,100,100000062389,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
157123,100000057389,Замена колеса,100,100000062389,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
157124,100000057390,Техническое обслуживание 1,100,100000062389,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
157125,100000057390,Техническое обслуживание 2,100,100000062389,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157126,100000057390,Техническое обслуживание 3,100,100000062389,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
157127,100000057390,Техническое обслуживание 4,100,100000062389,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
157128,100000057390,Техническое обслуживание 5,100,100000062389,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
157129,100000057391,Замена бортовых редукторов,100,100000062389,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
157130,100000057392,КР главной передачи,100,100000062389,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
157131,100000057392,Замена главной передачи,100,100000062389,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
157132,100000057393,Замена коробки передач,100,100000062389,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
157133,100000057394,ТР двигателя,100,100000062389,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
157134,100000057394,Замена двигателя,100,100000062389,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
157135,100000057395,Замена гидротрансформатора,100,100000062390,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
157136,100000057396,Замена конечной передачи,100,100000062390,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
157137,100000057397,Замена кузова,100,100000062390,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
157138,100000057398,ТР электрооборудования,100,100000062390,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
157139,100000057399,ТР пневмосистемы,100,100000062390,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
157140,100000057400,ТР рулевого управления,100,100000062390,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
157141,100000057401,Замена колеса,100,100000062390,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
157142,100000057402,Техническое обслуживание 1,100,100000062390,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
157143,100000057402,Техническое обслуживание 2,100,100000062390,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157144,100000057402,Техническое обслуживание 3,100,100000062390,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
