ПозПредупредТОРО,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Вид работы ТОРО,Вид заказа,Тип техкарты,Группа,СчетГруппТехкарт,updated-counter,strategy_str_counter,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
156848,100000057204,Замена конечной передачи,100,100000062374,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156849,100000057205,Замена кузова,100,100000062374,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156850,100000057206,ТР электрооборудования,100,100000062374,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156851,100000057207,ТР пневмосистемы,100,100000062374,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156852,100000057208,ТР рулевого управления,100,100000062374,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156853,100000057209,Замена колеса,100,100000062374,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156854,100000057210,Техническое обслуживание 1,100,100000062374,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156855,100000057210,Техническое обслуживание 2,100,100000062374,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
156856,100000057210,Техническое обслуживание 3,100,100000062374,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
156857,100000057210,Техническое обслуживание 4,100,100000062374,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
156858,100000057210,Техническое обслуживание 5,100,100000062374,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
156859,100000057211,Замена бортовых редукторов,100,100000062374,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
156860,100000057212,КР главной передачи,100,100000062374,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
156861,100000057212,Замена главной передачи,100,100000062374,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
156862,100000057213,Замена коробки передач,100,100000062374,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
156863,100000057214,ТР двигателя,100,100000062374,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
156864,100000057214,Замена двигателя,100,100000062374,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
156865,100000057215,Замена гидротрансформатора,100,100000062375,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
156866,100000057216,Замена конечной передачи,100,100000062375,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156867,100000057217,Замена кузова,100,100000062375,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156868,100000057218,ТР электрооборудования,100,100000062375,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156869,100000057219,ТР пневмосистемы,100,100000062375,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156870,100000057220,ТР рулевого управления,100,100000062375,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156871,100000057221,Замена колеса,100,100000062375,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156872,100000057222,Техническое обслуживание 1,100,100000062375,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156873,100000057222,Техническое обслуживание 2,100,100000062375,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
156874,100000057222,Техническое обслуживание 3,100,100000062375,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
156875,100000057222,Техническое обслуживание 4,100,100000062375,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
156876,100000057222,Техническое обслуживание 5,100,100000062375,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
156877,100000057223,Замена бортовых редукторов,100,100000062375,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
156878,100000057224,КР главной передачи,100,100000062375,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
156879,100000057224,Замена главной передачи,100,100000062375,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
156880,100000057225,Замена коробки передач,100,100000062375,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
156881,100000057226,ТР двигателя,100,100000062375,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
156882,100000057226,Замена двигателя,100,100000062375,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
156883,100000057227,Замена гидротрансформатора,100,100000062376,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
156884,100000057228,Замена конечной передачи,100,100000062376,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156885,100000057229,Замена кузова,100,100000062376,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156886,100000057230,ТР электрооборудования,100,100000062376,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156887,100000057231,ТР пневмосистемы,100,100000062376,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156888,100000057232,ТР рулевого управления,100,100000062376,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156889,100000057233,Замена колеса,100,100000062376,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156890,100000057234,Техническое обслуживание 1,100,100000062376,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156891,100000057234,Техническое обслуживание 2,100,100000062376,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
156892,100000057234,Техническое обслуживание 3,100,100000062376,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
156893,100000057234,Техническое обслуживание 4,100,100000062376,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
156894,100000057234,Техническое обслуживание 5,100,100000062376,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
156895,100000057235,Замена бортовых редукторов,100,100000062376,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
156896,100000057236,КР главной передачи,100,100000062376,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
156897,100000057236,Замена главной передачи,100,100000062376,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
156898,100000057237,Замена коробки передач,100,100000062376,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
156899,100000057238,ТР двигателя,100,100000062376,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
156900,100000057238,Замена двигателя,100,100000062376,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
156901,100000057239,Замена гидротрансформатора,100,100000062377,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
156902,100000057240,Замена конечной передачи,100,100000062377,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156903,100000057241,Замена кузова,100,100000062377,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156904,100000057242,ТР электрооборудования,100,100000062377,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156905,100000057243,ТР пневмосистемы,100,100000062377,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156906,100000057244,ТР рулевого управления,100,100000062377,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156907,100000057245,Замена колеса,100,100000062377,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156908,100000057246,Техническое обслуживание 1,100,100000062377,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156909,100000057246,Техническое обслуживание 2,100,100000062377,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
156910,100000057246,Техническое обслуживание 3,100,100000062377,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
156911,100000057246,Техническое обслуживание 4,100,100000062377,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
156912,100000057246,Техническое обслуживание 5,100,100000062377,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
156913,100000057247,Замена бортовых редукторов,100,100000062377,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
156914,100000057248,КР главной передачи,100,100000062377,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
156915,100000057248,Замена главной передачи,100,100000062377,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
156916,100000057249,Замена коробки передач,100,100000062377,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
156917,100000057250,ТР двигателя,100,100000062377,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
156918,100000057250,Замена двигателя,100,100000062377,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
156919,100000057251,Замена гидротрансформатора,100,100000062378,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
156920,100000057252,Замена конечной передачи,100,100000062378,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156921,100000057253,Замена кузова,100,100000062378,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156922,100000057254,ТР электрооборудования,100,100000062378,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156923,100000057255,ТР пневмосистемы,100,100000062378,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156924,100000057256,ТР рулевого управления,100,100000062378,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156925,100000057257,Замена колеса,100,100000062378,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156926,100000057258,Техническое обслуживание 1,100,100000062378,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156927,100000057258,Техническое обслуживание 2,100,100000062378,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
156928,100000057258,Техническое обслуживание 3,100,100000062378,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
156929,100000057258,Техническое обслуживание 4,100,100000062378,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
156930,100000057258,Техническое обслуживание 5,100,100000062378,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
156931,100000057259,Замена бортовых редукторов,100,100000062378,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
156932,100000057260,КР главной передачи,100,100000062378,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
156933,100000057260,Замена главной передачи,100,100000062378,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
156934,100000057261,Замена коробки передач,100,100000062378,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
156935,100000057262,ТР двигателя,100,100000062378,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
156936,100000057262,Замена двигателя,100,100000062378,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
156937,100000057263,Замена гидротрансформатора,100,100000062379,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
156938,100000057264,Замена конечной передачи,100,100000062379,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156939,100000057265,Замена кузова,100,100000062379,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156940,100000057266,ТР электрооборудования,100,100000062379,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156941,100000057267,ТР пневмосистемы,100,100000062379,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156942,100000057268,ТР рулевого управления,100,100000062379,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156943,100000057269,Замена колеса,100,100000062379,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156944,100000057270,Техническое обслуживание 1,100,100000062379,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156945,100000057270,Техническое обслуживание 2,100,100000062379,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
156946,100000057270,Техническое обслуживание 3,100,100000062379,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
156947,100000057270,Техническое обслуживание 4,100,100000062379,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
156948,100000057270,Техническое обслуживание 5,100,100000062379,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
156949,100000057271,Замена бортовых редукторов,100,100000062379,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
156950,100000057272,КР главной передачи,100,100000062379,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
156951,100000057272,Замена главной передачи,100,100000062379,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
156952,100000057273,Замена коробки передач,100,100000062379,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
156953,100000057274,ТР двигателя,100,100000062379,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
156954,100000057274,Замена двигателя,100,100000062379,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
156955,100000057275,Замена гидротрансформатора,100,100000062380,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
156956,100000057276,Замена конечной передачи,100,100000062380,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156957,100000057277,Замена кузова,100,100000062380,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156958,100000057278,ТР электрооборудования,100,100000062380,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156959,100000057279,ТР пневмосистемы,100,100000062380,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156960,100000057280,ТР рулевого управления,100,100000062380,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156961,100000057281,Замена колеса,100,100000062380,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156962,100000057282,Техническое обслуживание 1,100,100000062380,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156963,100000057282,Техническое обслуживание 2,100,100000062380,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
156964,100000057282,Техническое обслуживание 3,100,100000062380,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
156965,100000057282,Техническое обслуживание 4,100,100000062380,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
156966,100000057282,Техническое обслуживание 5,100,100000062380,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
156967,100000057283,Замена бортовых редукторов,100,100000062380,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
156968,100000057284,КР главной передачи,100,100000062380,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
156969,100000057284,Замена главной передачи,100,100000062380,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
156970,100000057285,Замена коробки передач,100,100000062380,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
156971,100000057286,ТР двигателя,100,100000062380,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
156972,100000057286,Замена двигателя,100,100000062380,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
156973,100000057287,Замена гидротрансформатора,100,100000062381,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
156974,100000057288,Замена конечной передачи,100,100000062381,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156975,100000057289,Замена кузова,100,100000062381,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156976,100000057290,ТР электрооборудования,100,100000062381,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156977,100000057291,ТР пневмосистемы,100,100000062381,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156978,100000057292,ТР рулевого управления,100,100000062381,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156979,100000057293,Замена колеса,100,100000062381,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156980,100000057294,Техническое обслуживание 1,100,100000062381,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156981,100000057294,Техническое обслуживание 2,100,100000062381,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
156982,100000057294,Техническое обслуживание 3,100,100000062381,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
156983,100000057294,Техническое обслуживание 4,100,100000062381,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
156984,100000057294,Техническое обслуживание 5,100,100000062381,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
156985,100000057295,Замена бортовых редукторов,100,100000062381,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
156986,100000057296,КР главной передачи,100,100000062381,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
156987,100000057296,Замена главной передачи,100,100000062381,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
156988,100000057297,Замена коробки передач,100,100000062381,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
156989,100000057298,ТР двигателя,100,100000062381,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
156990,100000057298,Замена двигателя,100,100000062381,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
156991,100000057299,Замена гидротрансформатора,100,100000062382,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
156992,100000057300,Замена конечной передачи,100,100000062382,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
156993,100000057301,Замена кузова,100,100000062382,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
156994,100000057302,ТР электрооборудования,100,100000062382,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
156995,100000057303,ТР пневмосистемы,100,100000062382,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
156996,100000057304,ТР рулевого управления,100,100000062382,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
156997,100000057305,Замена колеса,100,100000062382,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
156998,100000057306,Техническое обслуживание 1,100,100000062382,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
156999,100000057306,Техническое обслуживание 2,100,100000062382,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157000,100000057306,Техническое обслуживание 3,100,100000062382,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
157001,100000057306,Техническое обслуживание 4,100,100000062382,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
157002,100000057306,Техническое обслуживание 5,100,100000062382,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
157003,100000057307,Замена бортовых редукторов,100,100000062382,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
157004,100000057308,КР главной передачи,100,100000062382,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
157005,100000057308,Замена главной передачи,100,100000062382,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
157006,100000057309,Замена коробки передач,100,100000062382,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
157007,100000057310,ТР двигателя,100,100000062382,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
157008,100000057310,Замена двигателя,100,100000062382,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
157009,100000057311,Замена гидротрансформатора,100,100000062383,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
157010,100000057312,Замена конечной передачи,100,100000062383,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
157011,100000057313,Замена кузова,100,100000062383,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
157012,100000057314,ТР электрооборудования,100,100000062383,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
157013,100000057315,ТР пневмосистемы,100,100000062383,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
157014,100000057316,ТР рулевого управления,100,100000062383,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
157015,100000057317,Замена колеса,100,100000062383,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
157016,100000057318,Техническое обслуживание 1,100,100000062383,ТО1,APP1,A,A0000001,О1,О1,2-0387_strО1,A0000001_strО1,"7,300","4,500"
157017,100000057318,Техническое обслуживание 2,100,100000062383,ТО2,APP1,A,A0000001,О2,О2,2-0387_strО2,A0000001_strО2,"9,200","5,500"
157018,100000057318,Техническое обслуживание 3,100,100000062383,ТО3,APP1,A,A0000001,О3,О3,2-0387_strО3,A0000001_strО3,"13,500","7,700"
157019,100000057318,Техническое обслуживание 4,100,100000062383,ТО4,APP1,A,A0000001,О4,О4,2-0387_strО4,A0000001_strО4,"19,800","12,900"
157020,100000057318,Техническое обслуживание 5,100,100000062383,ТО5,APP1,A,A0000001,О5,О5,2-0387_strО5,A0000001_strО5,"15,600","8,800"
157021,100000057319,Замена бортовых редукторов,100,100000062383,ЗМН,APP1,A,A0000001,ЗБ,ЗБ,2-0521_strЗБ,A0000001_strЗБ,"0,000","0,000"
157022,100000057320,КР главной передачи,100,100000062383,КР,APP1,,,,,2-0547_strnan,nan_strnan,,
157023,100000057320,Замена главной передачи,100,100000062383,ЗМН,APP1,,,,,2-0547_strnan,nan_strnan,,
157024,100000057321,Замена коробки передач,100,100000062383,ЗМН,APP1,A,A0000001,ЗК,ЗК,2-0562_strЗК,A0000001_strЗК,"59,500","36,500"
157025,100000057322,ТР двигателя,100,100000062383,ТР,APP1,A,A0000001,70,70,2-0573_str70,A0000001_str70,"88,500","51,700"
157026,100000057322,Замена двигателя,100,100000062383,ЗМН,APP1,A,A0000001,ЗД,ЗД,2-0573_strЗД,A0000001_strЗД,"214,500","107,500"
157027,100000057323,Замена гидротрансформатора,100,100000062384,ЗМН,APP1,A,A0000001,ЗГ,ЗГ,2-0169_strЗГ,A0000001_strЗГ,"133,700","85,999"
157028,100000057324,Замена конечной передачи,100,100000062384,ЗМН,APP1,A,A0000001,ЗП,ЗП,2-0258_strЗП,A0000001_strЗП,"72,000","34,500"
157029,100000057325,Замена кузова,100,100000062384,ЗМН,APP1,,,,,2-0259_strnan,nan_strnan,,
157030,100000057326,ТР электрооборудования,100,100000062384,ТР,APP1,A,A0000001,87,87,2-0260_str87,A0000001_str87,"17,000","14,000"
157031,100000057327,ТР пневмосистемы,100,100000062384,ТР,APP1,A,A0000001,ТП,ТП,2-0261_strТП,A0000001_strТП,"46,000","18,000"
157032,100000057328,ТР рулевого управления,100,100000062384,ТР,APP1,A,A0000001,ТУ,ТУ,2-0262_strТУ,A0000001_strТУ,"92,000","45,000"
157033,100000057329,Замена колеса,100,100000062384,ЗМН,APP1,A,A0000001,ЗС,ЗС,2-0286_strЗС,A0000001_strЗС,"19,700","14,000"
