Тип техкарты,Группа,СчтГрупТехкарт,Описание,Гр. плановиков,Стратегия,Метка удаления,Тип конструкции,Статус,Дата изменения,Дата создания,Действит. с,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",gruppa_str_counter
A,A0010460,ТО,Техническое обслуживание,900,1-0173,,960010460,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010460_strТО
A,A0010460,ТР,Текущий ремонт,900,1-0173,,960010460,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010460_strТР
A,A0010461,КР,Капитальный ремонт,900,1-0173,,960010461,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010461_strКР
A,A0010461,ТО,Техническое обслуживание,900,1-0173,,960010461,4,2021-05-12,2020-12-07,2019-06-01,"1,800","1,800",A0010461_strТО
A,A0010461,ТР,Текущий ремонт,900,1-0173,,960010461,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010461_strТР
A,A0010462,КР,Капитальный ремонт,900,1-0173,,960010462,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010462_strКР
A,A0010462,ТО,Техническое обслуживание,900,1-0173,,960010462,4,2021-05-12,2020-12-07,2019-06-01,"1,800","1,800",A0010462_strТО
A,A0010462,ТР,Текущий ремонт,900,1-0173,,960010462,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010462_strТР
A,A0010463,КР,Капитальный ремонт,900,1-0173,,960010463,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010463_strКР
A,A0010463,ТО,Техническое обслуживание,900,1-0173,,960010463,4,2021-05-12,2020-12-07,2019-06-01,"1,800","1,800",A0010463_strТО
A,A0010463,ТР,Текущий ремонт,900,1-0173,,960010463,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010463_strТР
A,A0010464,КР,Капитальный ремонт,900,1-0173,,960010464,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010464_strКР
A,A0010464,ТО,Техническое обслуживание,900,1-0173,,960010464,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010464_strТО
A,A0010464,ТР,Текущий ремонт,900,1-0173,,960010464,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010464_strТР
A,A0010465,КР,Капитальный ремонт,900,1-0173,,960010465,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010465_strКР
A,A0010465,ТО,Техническое обслуживание,900,1-0173,,960010465,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010465_strТО
A,A0010465,ТР,Текущий ремонт,900,1-0173,,960010465,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010465_strТР
A,A0010466,КР,Капитальный ремонт,900,1-0173,,960010466,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010466_strКР
A,A0010466,ТО,Техническое обслуживание,900,1-0173,,960010466,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010466_strТО
A,A0010466,ТР,Текущий ремонт,900,1-0173,,960010466,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010466_strТР
A,A0010467,КР,Капитальный ремонт,900,1-0173,,960010467,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010467_strКР
A,A0010467,ТО,Техническое обслуживание,900,1-0173,,960010467,4,2021-05-12,2020-12-07,2019-06-01,"1,900","1,900",A0010467_strТО
A,A0010467,ТР,Текущий ремонт,900,1-0173,,960010467,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010467_strТР
A,A0010468,КР,Капитальный ремонт,900,1-0173,,960010468,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010468_strКР
A,A0010468,ТО,Техническое обслуживание,900,1-0173,,960010468,4,2021-05-12,2020-12-07,2019-06-01,"1,900","1,900",A0010468_strТО
A,A0010468,ТР,Текущий ремонт,900,1-0173,,960010468,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010468_strТР
A,A0010469,КР,Капитальный ремонт,900,1-0173,,960010469,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010469_strКР
A,A0010469,ТО,Техническое обслуживание,900,1-0173,,960010469,4,2021-05-12,2020-12-07,2019-06-01,"1,900","1,900",A0010469_strТО
A,A0010469,ТР,Текущий ремонт,900,1-0173,,960010469,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010469_strТР
A,A0010470,КР,Капитальный ремонт,900,1-0173,,960010470,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010470_strКР
A,A0010470,ТО,Техническое обслуживание,900,1-0173,,960010470,4,2021-05-12,2020-12-07,2019-06-01,"1,900","1,900",A0010470_strТО
A,A0010470,ТР,Текущий ремонт,900,1-0173,,960010470,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010470_strТР
A,A0010471,КР,Капитальный ремонт,900,1-0173,,960010471,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010471_strКР
A,A0010471,ТО,Техническое обслуживание,900,1-0173,,960010471,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010471_strТО
A,A0010471,ТР,Текущий ремонт,900,1-0173,,960010471,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010471_strТР
A,A0010472,КР,Капитальный ремонт,900,1-0173,,960010472,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010472_strКР
A,A0010472,ТО,Техническое обслуживание,900,1-0173,,960010472,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010472_strТО
A,A0010472,ТР,Текущий ремонт,900,1-0173,,960010472,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010472_strТР
A,A0010473,КР,Капитальный ремонт,900,1-0173,,960010473,4,2021-11-09,2021-11-09,2021-11-09,"21,300","21,300",A0010473_strКР
A,A0010473,ТО,Техническое обслуживание,900,1-0173,,960010473,4,2021-11-09,2021-11-09,2021-11-09,"2,100","2,100",A0010473_strТО
A,A0010473,ТР,Текущий ремонт,900,1-0173,,960010473,4,2021-11-09,2021-11-09,2021-11-09,"11,500","11,500",A0010473_strТР
A,A0010474,КР,Капитальный ремонт,900,1-0173,,960010474,4,2021-11-02,2021-11-02,2021-11-02,"21,300","21,300",A0010474_strКР
A,A0010474,ТО,Техническое обслуживание,900,1-0173,,960010474,4,2021-11-02,2021-11-02,2021-11-02,"2,100","2,100",A0010474_strТО
A,A0010474,ТР,Текущий ремонт,900,1-0173,,960010474,4,2021-11-02,2021-11-02,2021-11-02,"11,500","11,500",A0010474_strТР
A,A0010475,КР,Капитальный ремонт,900,1-0173,,960010475,4,2021-11-09,2021-11-09,2021-11-09,"21,300","21,300",A0010475_strКР
A,A0010475,ТО,Техническое обслуживание,900,1-0173,,960010475,4,2021-11-09,2021-11-09,2021-11-09,"2,100","2,100",A0010475_strТО
A,A0010475,ТР,Текущий ремонт,900,1-0173,,960010475,4,2021-11-09,2021-11-09,2021-11-09,"11,500","11,500",A0010475_strТР
A,A0010476,КР,Капитальный ремонт,900,1-0173,,960010476,4,2021-11-09,2021-11-09,2021-11-09,"21,300","21,300",A0010476_strКР
A,A0010476,ТО,Техническое обслуживание,900,1-0173,,960010476,4,2021-11-09,2021-11-09,2021-11-09,"2,100","2,100",A0010476_strТО
A,A0010476,ТР,Текущий ремонт,900,1-0173,,960010476,4,2021-11-09,2021-11-09,2021-11-09,"11,500","11,500",A0010476_strТР
A,A0010477,КР,Капитальный ремонт,900,1-0173,,960010477,4,2021-11-09,2021-11-09,2021-11-09,"21,300","21,300",A0010477_strКР
A,A0010477,ТО,Техническое обслуживание,900,1-0173,,960010477,4,2021-11-09,2021-11-09,2021-11-09,"2,100","2,100",A0010477_strТО
A,A0010477,ТР,Текущий ремонт,900,1-0173,,960010477,4,2021-11-09,2021-11-09,2021-11-09,"11,500","11,500",A0010477_strТР
A,A0010478,КР,Капитальный ремонт,900,1-0173,,960010478,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010478_strКР
A,A0010478,ТО,Техническое обслуживание,900,1-0173,,960010478,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010478_strТО
A,A0010478,ТР,Текущий ремонт,900,1-0173,,960010478,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010478_strТР
A,A0010479,КР,Капитальный ремонт,900,1-0173,,960010479,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010479_strКР
A,A0010479,ТО,Техническое обслуживание,900,1-0173,,960010479,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010479_strТО
A,A0010479,ТР,Текущий ремонт,900,1-0173,,960010479,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010479_strТР
A,A0010480,КР,Капитальный ремонт,900,1-0173,,960010480,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010480_strКР
A,A0010480,ТО,Техническое обслуживание,900,1-0173,,960010480,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010480_strТО
A,A0010480,ТР,Текущий ремонт,900,1-0173,,960010480,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010480_strТР
A,A0010481,КР,Капитальный ремонт,900,1-0173,,960010481,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010481_strКР
A,A0010481,ТО,Техническое обслуживание,900,1-0173,,960010481,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010481_strТО
A,A0010481,ТР,Текущий ремонт,900,1-0173,,960010481,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010481_strТР
A,A0010482,КР,Капитальный ремонт,900,1-0173,,960010482,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010482_strКР
A,A0010482,ТО,Техническое обслуживание,900,1-0173,,960010482,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010482_strТО
A,A0010482,ТР,Текущий ремонт,900,1-0173,,960010482,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010482_strТР
A,A0010483,КР,Капитальный ремонт,900,1-0173,,960010483,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010483_strКР
A,A0010483,ТО,Техническое обслуживание,900,1-0173,,960010483,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010483_strТО
A,A0010483,ТР,Текущий ремонт,900,1-0173,,960010483,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010483_strТР
A,A0010484,КР,Капитальный ремонт,900,1-0173,,960010484,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010484_strКР
A,A0010484,ТО,Техническое обслуживание,900,1-0173,,960010484,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010484_strТО
A,A0010484,ТР,Текущий ремонт,900,1-0173,,960010484,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010484_strТР
A,A0010485,КР,Капитальный ремонт,900,1-0173,,960010485,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010485_strКР
A,A0010485,ТО,Техническое обслуживание,900,1-0173,,960010485,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010485_strТО
A,A0010485,ТР,Текущий ремонт,900,1-0173,,960010485,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010485_strТР
A,A0010487,КР,Капитальный ремонт,900,1-0173,,960010487,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010487_strКР
A,A0010487,ТО,Техническое обслуживание,900,1-0173,,960010487,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010487_strТО
A,A0010487,ТР,Текущий ремонт,900,1-0173,,960010487,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010487_strТР
A,A0010488,КР,Капитальный ремонт,900,1-0173,,960010488,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010488_strКР
A,A0010488,ТО,Техническое обслуживание,900,1-0173,,960010488,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010488_strТО
A,A0010488,ТР,Текущий ремонт,900,1-0173,,960010488,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010488_strТР
A,A0010489,КР,Капитальный ремонт,900,1-0173,,960010489,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010489_strКР
A,A0010489,ТО,Техническое обслуживание,900,1-0173,,960010489,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010489_strТО
A,A0010489,ТР,Текущий ремонт,900,1-0173,,960010489,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010489_strТР
A,A0010490,КР,Капитальный ремонт,900,1-0173,,960010490,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010490_strКР
A,A0010490,ТО,Техническое обслуживание,900,1-0173,,960010490,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010490_strТО
A,A0010490,ТР,Текущий ремонт,900,1-0173,,960010490,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010490_strТР
A,A0010491,КР,Капитальный ремонт,900,1-0173,,960010491,4,2021-11-08,2021-11-08,2021-11-08,"6,400","3,200",A0010491_strКР
A,A0010491,ТО,Техническое обслуживание,900,1-0173,,960010491,4,2021-11-08,2021-11-08,2021-11-08,"2,500","2,500",A0010491_strТО
A,A0010491,ТР,Текущий ремонт,900,1-0173,,960010491,4,2021-11-08,2021-11-08,2021-11-08,"5,000","2,500",A0010491_strТР
A,A0010492,КР,Капитальный ремонт,900,1-0173,,960010492,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010492_strКР
A,A0010492,ТО,Техническое обслуживание,900,1-0173,,960010492,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010492_strТО
A,A0010492,ТР,Текущий ремонт,900,1-0173,,960010492,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010492_strТР
A,A0010493,КР,Капитальный ремонт,900,1-0173,,960010493,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010493_strКР
A,A0010493,ТО,Техническое обслуживание,900,1-0173,,960010493,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010493_strТО
A,A0010493,ТР,Текущий ремонт,900,1-0173,,960010493,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010493_strТР
A,A0010494,КР,Капитальный ремонт,900,1-0173,,960010494,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010494_strКР
A,A0010494,ТО,Техническое обслуживание,900,1-0173,,960010494,4,2021-05-12,2020-12-07,2019-06-01,"1,800","1,800",A0010494_strТО
A,A0010494,ТР,Текущий ремонт,900,1-0173,,960010494,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010494_strТР
A,A0010495,КР,Капитальный ремонт,900,1-0173,,960010495,4,2021-05-12,2020-12-07,2019-06-01,"4,200","4,200",A0010495_strКР
A,A0010495,ТО,Техническое обслуживание,900,1-0173,,960010495,4,2021-05-12,2020-12-07,2019-06-01,"2,500","2,500",A0010495_strТО
A,A0010495,ТР,Текущий ремонт,900,1-0173,,960010495,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010495_strТР
A,A0010496,КР,Капитальный ремонт,900,1-0173,,960010496,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010496_strКР
A,A0010496,ТО,Техническое обслуживание,900,1-0173,,960010496,4,2021-05-12,2020-12-07,2019-06-01,"1,800","1,800",A0010496_strТО
A,A0010496,ТР,Текущий ремонт,900,1-0173,,960010496,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010496_strТР
A,A0010497,КР,Капитальный ремонт,900,1-0173,,960010497,4,2021-05-12,2020-12-07,2019-06-01,"2,700","2,700",A0010497_strКР
A,A0010497,ТО,Техническое обслуживание,900,1-0173,,960010497,4,2021-05-12,2020-12-07,2019-06-01,"0,800","0,800",A0010497_strТО
A,A0010497,ТР,Текущий ремонт,900,1-0173,,960010497,4,2021-05-12,2020-12-07,2019-06-01,"2,400","2,400",A0010497_strТР
A,A0010498,КР,Капитальный ремонт,900,1-0173,,960010498,4,2021-05-12,2020-12-07,2019-06-01,"4,200","4,200",A0010498_strКР
A,A0010498,ТО,Техническое обслуживание,900,1-0173,,960010498,4,2021-05-12,2020-12-07,2019-06-01,"2,500","2,500",A0010498_strТО
A,A0010498,ТР,Текущий ремонт,900,1-0173,,960010498,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010498_strТР
A,A0010499,КР,Капитальный ремонт,900,1-0173,,960010499,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010499_strКР
A,A0010499,ТО,Техническое обслуживание,900,1-0173,,960010499,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010499_strТО
A,A0010499,ТР,Текущий ремонт,900,1-0173,,960010499,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010499_strТР
A,A0010500,КР,Капитальный ремонт,900,1-0173,,960010500,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010500_strКР
A,A0010500,ТО,Техническое обслуживание,900,1-0173,,960010500,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010500_strТО
A,A0010500,ТР,Текущий ремонт,900,1-0173,,960010500,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010500_strТР
A,A0010501,КР,Капитальный ремонт,900,1-0173,,960010501,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010501_strКР
A,A0010501,ТО,Техническое обслуживание,900,1-0173,,960010501,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010501_strТО
A,A0010501,ТР,Текущий ремонт,900,1-0173,,960010501,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010501_strТР
A,A0010502,КР,Капитальный ремонт,900,1-0173,,960010502,4,2021-11-09,2021-11-09,2021-11-09,"21,300","21,300",A0010502_strКР
A,A0010502,ТО,Техническое обслуживание,900,1-0173,,960010502,4,2021-11-09,2021-11-09,2021-11-09,"2,100","2,100",A0010502_strТО
A,A0010502,ТР,Текущий ремонт,900,1-0173,,960010502,4,2021-11-09,2021-11-09,2021-11-09,"11,500","11,500",A0010502_strТР
A,A0010503,КР,Капитальный ремонт,900,1-0173,,960010503,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010503_strКР
A,A0010503,ТО,Техническое обслуживание,900,1-0173,,960010503,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010503_strТО
A,A0010503,ТР,Текущий ремонт,900,1-0173,,960010503,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010503_strТР
A,A0010504,КР,Капитальный ремонт,900,1-0173,,960010504,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010504_strКР
A,A0010504,ТО,Техническое обслуживание,900,1-0173,,960010504,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010504_strТО
A,A0010504,ТР,Текущий ремонт,900,1-0173,,960010504,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010504_strТР
A,A0010505,КР,Капитальный ремонт,900,1-0173,,960010505,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010505_strКР
A,A0010505,ТО,Техническое обслуживание,900,1-0173,,960010505,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010505_strТО
A,A0010505,ТР,Текущий ремонт,900,1-0173,,960010505,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010505_strТР
A,A0010506,КР,Капитальный ремонт,900,1-0173,,960010506,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010506_strКР
A,A0010506,ТО,Техническое обслуживание,900,1-0173,,960010506,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010506_strТО
A,A0010506,ТР,Текущий ремонт,900,1-0173,,960010506,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010506_strТР
A,A0010507,КР,Капитальный ремонт,900,1-0173,,960010507,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010507_strКР
A,A0010507,ТО,Техническое обслуживание,900,1-0173,,960010507,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010507_strТО
A,A0010507,ТР,Текущий ремонт,900,1-0173,,960010507,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010507_strТР
A,A0010508,КР,Капитальный ремонт,900,1-0173,,960010508,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010508_strКР
A,A0010508,ТО,Техническое обслуживание,900,1-0173,,960010508,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010508_strТО
A,A0010508,ТР,Текущий ремонт,900,1-0173,,960010508,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010508_strТР
A,A0010509,КР,Капитальный ремонт,900,1-0173,,960010509,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010509_strКР
A,A0010509,ТО,Техническое обслуживание,900,1-0173,,960010509,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010509_strТО
A,A0010509,ТР,Текущий ремонт,900,1-0173,,960010509,4,2021-05-12,2020-12-07,2019-06-01,"3,300","3,300",A0010509_strТР
A,A0010510,КР,Капитальный ремонт,900,1-0173,,960010510,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010510_strКР
A,A0010510,ТО,Техническое обслуживание,900,1-0173,,960010510,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010510_strТО
A,A0010510,ТР,Текущий ремонт,900,1-0173,,960010510,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010510_strТР
A,A0010511,КР,Капитальный ремонт,900,1-0173,,960010511,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010511_strКР
A,A0010511,ТО,Техническое обслуживание,900,1-0173,,960010511,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010511_strТО
A,A0010511,ТР,Текущий ремонт,900,1-0173,,960010511,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010511_strТР
A,A0010512,КР,Капитальный ремонт,900,1-0173,,960010512,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010512_strКР
A,A0010512,ТО,Техническое обслуживание,900,1-0173,,960010512,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010512_strТО
A,A0010512,ТР,Текущий ремонт,900,1-0173,,960010512,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010512_strТР
A,A0010513,КР,Капитальный ремонт,900,1-0173,,960010513,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010513_strКР
A,A0010513,ТО,Техническое обслуживание,900,1-0173,,960010513,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010513_strТО
A,A0010513,ТР,Текущий ремонт,900,1-0173,,960010513,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010513_strТР
A,A0010514,КР,Капитальный ремонт,900,1-0173,,960010514,4,2021-05-12,2020-12-07,2019-06-01,"21,300","21,300",A0010514_strКР
A,A0010514,ТО,Техническое обслуживание,900,1-0173,,960010514,4,2021-05-12,2020-12-07,2019-06-01,"2,100","2,100",A0010514_strТО
A,A0010514,ТР,Текущий ремонт,900,1-0173,,960010514,4,2021-05-12,2020-12-07,2019-06-01,"11,500","11,500",A0010514_strТР
A,A0010760,КР,Капитальный ремонт,900,1-0173,,960010760,4,2021-10-19,2021-10-19,2021-10-19,"11,500","11,500",A0010760_strКР
A,A0010760,ТО,Техническое обслуживание,900,1-0173,,960010760,4,2021-10-19,2021-10-19,2021-10-19,"2,100","2,100",A0010760_strТО
A,A0010760,ТР,Текущий ремонт,900,1-0173,,960010760,4,2021-10-19,2021-10-19,2021-10-19,"3,300","3,300",A0010760_strТР
A,A0010771,КР,Капитальный ремонт,200,1-0180,,960010771,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010771_strКР
A,A0010771,ТО,Техническое обслуживание,200,1-0180,,960010771,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010771_strТО
A,A0010771,ТР,Текущий ремонт,200,1-0180,,960010771,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010771_strТР
A,A0010773,КР,Капитальный ремонт,900,1-0173,,960010773,4,2021-10-20,2021-10-20,2021-10-20,"5,900","2,950",A0010773_strКР
A,A0010773,ТО,Техническое обслуживание,900,1-0173,,960010773,4,2021-10-20,2021-10-20,2021-10-20,"3,100","1,550",A0010773_strТО
A,A0010773,ТР,Текущий ремонт,900,1-0173,,960010773,4,2021-10-20,2021-10-20,2021-10-20,"5,900","2,950",A0010773_strТР
A,A0010774,КР,Капитальный ремонт,900,1-0173,,960010774,4,2021-10-20,2021-10-20,2021-10-20,"5,900","2,950",A0010774_strКР
A,A0010774,ТО,Техническое обслуживание,900,1-0173,,960010774,4,2021-10-20,2021-10-20,2021-10-20,"3,100","1,550",A0010774_strТО
A,A0010774,ТР,Текущий ремонт,900,1-0173,,960010774,4,2021-10-20,2021-10-20,2021-10-20,"5,900","2,950",A0010774_strТР
A,A0010775,КР,Капитальный ремонт,900,1-0173,,960010775,4,2021-10-20,2021-10-20,2021-10-20,"5,900","2,950",A0010775_strКР
A,A0010775,ТО,Техническое обслуживание,900,1-0173,,960010775,4,2021-10-20,2021-10-20,2021-10-20,"2,200","1,100",A0010775_strТО
A,A0010775,ТР,Текущий ремонт,900,1-0173,,960010775,4,2021-10-20,2021-10-20,2021-10-20,"5,900","2,950",A0010775_strТР
A,A0010776,КР,Капитальный ремонт,900,1-0173,,960010776,4,2021-10-19,2021-10-19,2021-10-19,"5,900","2,950",A0010776_strКР
A,A0010776,ТО,Техническое обслуживание,900,1-0173,,960010776,4,2021-10-19,2021-10-19,2021-10-19,"2,200","1,100",A0010776_strТО
A,A0010776,ТР,Текущий ремонт,900,1-0173,,960010776,4,2021-10-19,2021-10-19,2021-10-19,"5,900","2,950",A0010776_strТР
A,A0010777,КР,Капитальный ремонт,900,1-0173,,960010777,4,2021-10-22,2021-10-22,2021-10-22,"2,500","2,500",A0010777_strКР
A,A0010777,ТО,Техническое обслуживание,900,1-0173,,960010777,4,2021-10-22,2021-10-22,2021-10-22,"1,900","1,900",A0010777_strТО
A,A0010777,ТР,Текущий ремонт,900,1-0173,,960010777,4,2021-10-22,2021-10-22,2021-10-22,"2,000","2,000",A0010777_strТР
A,A0010778,КР,Капитальный ремонт,900,1-0173,,960010778,4,2021-10-21,2021-10-21,2021-10-21,"11,500","11,500",A0010778_strКР
A,A0010778,ТО,Техническое обслуживание,900,1-0173,,960010778,4,2021-10-21,2021-10-21,2021-10-21,"2,100","2,100",A0010778_strТО
A,A0010778,ТР,Текущий ремонт,900,1-0173,,960010778,4,2021-10-21,2021-10-21,2021-10-21,"3,300","3,300",A0010778_strТР
A,A0010779,КР,Капитальный ремонт,900,1-0173,,960010779,4,2021-10-26,2021-10-26,2021-10-26,"11,500","11,500",A0010779_strКР
A,A0010779,ТО,Техническое обслуживание,900,1-0173,,960010779,4,2021-10-26,2021-10-26,2021-10-26,"2,500","2,500",A0010779_strТО
A,A0010779,ТР,Текущий ремонт,900,1-0173,,960010779,4,2021-10-26,2021-10-26,2021-10-26,"3,300","3,300",A0010779_strТР
A,A0010780,КР,Капитальный ремонт,900,1-0173,,960010780,4,2021-10-26,2021-10-26,2021-10-26,"11,500","11,500",A0010780_strКР
