Тип техкарты,Группа,СчтГрупТехкарт,Описание,Гр. плановиков,Стратегия,Метка удаления,Тип конструкции,Статус,Дата изменения,Дата создания,Действит. с,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",gruppa_str_counter
A,A0010780,ТО,Техническое обслуживание,900,1-0173,,960010780,4,2021-10-26,2021-10-26,2021-10-26,"2,500","2,500",A0010780_strТО
A,A0010780,ТР,Текущий ремонт,900,1-0173,,960010780,4,2021-10-26,2021-10-26,2021-10-26,"3,300","3,300",A0010780_strТР
A,A0010787,КР,Капитальный ремонт,200,1-0180,,960010787,4,2020-12-08,2020-12-07,2019-06-01,"285,000","96,000",A0010787_strКР
A,A0010787,ТО,Техническое обслуживание,200,1-0180,,960010787,4,2020-12-08,2020-12-07,2019-06-01,"17,200","8,250",A0010787_strТО
A,A0010787,ТР,Текущий ремонт,200,1-0180,,960010787,4,2020-12-08,2020-12-07,2019-06-01,"43,000","20,000",A0010787_strТР
A,A0010788,КР,Капитальный ремонт,200,1-0180,,960010788,4,2020-12-08,2020-12-07,2019-06-01,"333,000","112,000",A0010788_strКР
A,A0010788,ТО,Техническое обслуживание,200,1-0180,,960010788,4,2020-12-08,2020-12-07,2019-06-01,"38,000","19,500",A0010788_strТО
A,A0010788,ТР,Текущий ремонт,200,1-0180,,960010788,4,2020-12-08,2020-12-07,2019-06-01,"95,000","48,000",A0010788_strТР
A,A0010789,КР,Капитальный ремонт,200,1-0180,,960010789,4,2020-12-08,2020-12-07,2019-06-01,"214,000","72,000",A0010789_strКР
A,A0010789,ТО,Техническое обслуживание,200,1-0180,,960010789,4,2020-12-08,2020-12-07,2019-06-01,"12,400","6,950",A0010789_strТО
A,A0010789,ТР,Текущий ремонт,200,1-0180,,960010789,4,2020-12-08,2020-12-07,2019-06-01,"31,000","16,000",A0010789_strТР
A,A0010790,КР,Капитальный ремонт,200,1-0180,,960010790,4,2020-12-08,2020-12-07,2019-06-01,"22,500","15,000",A0010790_strКР
A,A0010790,ТО,Техническое обслуживание,200,1-0180,,960010790,4,2020-12-08,2020-12-07,2019-06-01,"6,000","4,000",A0010790_strТО
A,A0010790,ТР,Текущий ремонт,200,1-0180,,960010790,4,2020-12-08,2020-12-07,2019-06-01,"15,000","10,000",A0010790_strТР
A,A0010791,КР,Капитальный ремонт,200,1-0180,,960010791,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010791_strКР
A,A0010791,ТО,Техническое обслуживание,200,1-0180,,960010791,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010791_strТО
A,A0010791,ТР,Текущий ремонт,200,1-0180,,960010791,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010791_strТР
A,A0010792,КР,Капитальный ремонт,200,1-0180,,960010792,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010792_strКР
A,A0010792,ТО,Техническое обслуживание,200,1-0180,,960010792,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010792_strТО
A,A0010792,ТР,Текущий ремонт,200,1-0180,,960010792,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010792_strТР
A,A0010793,КР,Капитальный ремонт,200,1-0180,,960010793,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010793_strКР
A,A0010793,ТО,Техническое обслуживание,200,1-0180,,960010793,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010793_strТО
A,A0010793,ТР,Текущий ремонт,200,1-0180,,960010793,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010793_strТР
A,A0010794,КР,Капитальный ремонт,200,1-0180,,960010794,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010794_strКР
A,A0010794,ТО,Техническое обслуживание,200,1-0180,,960010794,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010794_strТО
A,A0010794,ТР,Текущий ремонт,200,1-0180,,960010794,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010794_strТР
A,A0010795,КР,Капитальный ремонт,200,1-0180,,960010795,4,2020-12-08,2020-12-07,2019-06-01,"34,500","21,000",A0010795_strКР
A,A0010795,ТО,Техническое обслуживание,200,1-0180,,960010795,4,2020-12-08,2020-12-07,2019-06-01,"9,200","5,600",A0010795_strТО
A,A0010795,ТР,Текущий ремонт,200,1-0180,,960010795,4,2020-12-08,2020-12-07,2019-06-01,"23,000","14,000",A0010795_strТР
A,A0010796,КР,Капитальный ремонт,200,1-0180,,960010796,4,2020-12-08,2020-12-07,2019-06-01,"34,500","21,000",A0010796_strКР
A,A0010796,ТО,Техническое обслуживание,200,1-0180,,960010796,4,2020-12-08,2020-12-07,2019-06-01,"9,200","5,600",A0010796_strТО
A,A0010796,ТР,Текущий ремонт,200,1-0180,,960010796,4,2020-12-08,2020-12-07,2019-06-01,"23,000","14,000",A0010796_strТР
A,A0010797,КР,Капитальный ремонт,200,1-0180,,960010797,4,2020-12-08,2020-12-07,2019-06-01,"36,000","24,000",A0010797_strКР
A,A0010797,ТО,Техническое обслуживание,200,1-0180,,960010797,4,2020-12-08,2020-12-07,2019-06-01,"11,200","7,400",A0010797_strТО
A,A0010797,ТР,Текущий ремонт,200,1-0180,,960010797,4,2020-12-08,2020-12-07,2019-06-01,"28,000","16,000",A0010797_strТР
A,A0010798,КР,Капитальный ремонт,200,1-0180,,960010798,4,2020-12-08,2020-12-07,2019-06-01,"19,500","12,000",A0010798_strКР
A,A0010798,ТО,Техническое обслуживание,200,1-0180,,960010798,4,2020-12-08,2020-12-07,2019-06-01,"5,200","3,200",A0010798_strТО
A,A0010798,ТР,Текущий ремонт,200,1-0180,,960010798,4,2020-12-08,2020-12-07,2019-06-01,"13,000","8,000",A0010798_strТР
A,A0010799,КР,Капитальный ремонт,200,1-0180,,960010799,4,2020-12-08,2020-12-07,2019-06-01,"19,500","12,000",A0010799_strКР
A,A0010799,ТО,Техническое обслуживание,200,1-0180,,960010799,4,2020-12-08,2020-12-07,2019-06-01,"5,200","3,200",A0010799_strТО
A,A0010799,ТР,Текущий ремонт,200,1-0180,,960010799,4,2020-12-08,2020-12-07,2019-06-01,"13,000","8,000",A0010799_strТР
A,A0010800,КР,Капитальный ремонт,200,1-0180,,960010800,4,2020-12-08,2020-12-07,2019-06-01,"22,500","15,000",A0010800_strКР
A,A0010800,ТО,Техническое обслуживание,200,1-0180,,960010800,4,2020-12-08,2020-12-07,2019-06-01,"6,000","4,000",A0010800_strТО
A,A0010800,ТР,Текущий ремонт,200,1-0180,,960010800,4,2020-12-08,2020-12-07,2019-06-01,"15,000","10,000",A0010800_strТР
A,A0010801,КР,Капитальный ремонт,200,1-0180,,960010801,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010801_strКР
A,A0010801,ТО,Техническое обслуживание,200,1-0180,,960010801,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010801_strТО
A,A0010801,ТР,Текущий ремонт,200,1-0180,,960010801,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010801_strТР
A,A0010802,КР,Капитальный ремонт,200,1-0180,,960010802,4,2020-12-08,2020-12-07,2019-06-01,"128,000","66,000",A0010802_strКР
A,A0010802,ТО,Техническое обслуживание,200,1-0180,,960010802,4,2020-12-08,2020-12-07,2019-06-01,"15,200","9,600",A0010802_strТО
A,A0010802,ТР,Текущий ремонт,200,1-0180,,960010802,4,2020-12-08,2020-12-07,2019-06-01,"19,000","12,000",A0010802_strТР
A,A0010803,КР,Капитальный ремонт,200,1-0180,,960010803,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010803_strКР
A,A0010803,ТО,Техническое обслуживание,200,1-0180,,960010803,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010803_strТО
A,A0010803,ТР,Текущий ремонт,200,1-0180,,960010803,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010803_strТР
A,A0010804,КР,Капитальный ремонт,200,1-0180,,960010804,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010804_strКР
A,A0010804,ТО,Техническое обслуживание,200,1-0180,,960010804,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010804_strТО
A,A0010804,ТР,Текущий ремонт,200,1-0180,,960010804,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010804_strТР
A,A0010805,КР,Капитальный ремонт,200,1-0180,,960010805,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010805_strКР
A,A0010805,ТО,Техническое обслуживание,200,1-0180,,960010805,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010805_strТО
A,A0010805,ТР,Текущий ремонт,200,1-0180,,960010805,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010805_strТР
A,A0010806,КР,Капитальный ремонт,200,1-0180,,960010806,4,2020-12-08,2020-12-07,2019-06-01,"128,000","66,000",A0010806_strКР
A,A0010806,ТО,Техническое обслуживание,200,1-0180,,960010806,4,2020-12-08,2020-12-07,2019-06-01,"15,200","9,600",A0010806_strТО
A,A0010806,ТР,Текущий ремонт,200,1-0180,,960010806,4,2020-12-08,2020-12-07,2019-06-01,"19,000","12,000",A0010806_strТР
A,A0010807,КР,Капитальный ремонт,200,1-0180,,960010807,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010807_strКР
A,A0010807,ТО,Техническое обслуживание,200,1-0180,,960010807,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010807_strТО
A,A0010807,ТР,Текущий ремонт,200,1-0180,,960010807,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010807_strТР
A,A0010808,КР,Капитальный ремонт,200,1-0180,,960010808,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010808_strКР
A,A0010808,ТО,Техническое обслуживание,200,1-0180,,960010808,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010808_strТО
A,A0010808,ТР,Текущий ремонт,200,1-0180,,960010808,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010808_strТР
A,A0010809,КР,Капитальный ремонт,200,1-0180,,960010809,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010809_strКР
A,A0010809,ТО,Техническое обслуживание,200,1-0180,,960010809,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010809_strТО
A,A0010809,ТР,Текущий ремонт,200,1-0180,,960010809,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010809_strТР
A,A0010810,КР,Капитальный ремонт,200,1-0180,,960010810,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010810_strКР
A,A0010810,ТО,Техническое обслуживание,200,1-0180,,960010810,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010810_strТО
A,A0010810,ТР,Текущий ремонт,200,1-0180,,960010810,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010810_strТР
A,A0010811,КР,Капитальный ремонт,200,1-0180,,960010811,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010811_strКР
A,A0010811,ТО,Техническое обслуживание,200,1-0180,,960010811,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010811_strТО
A,A0010811,ТР,Текущий ремонт,200,1-0180,,960010811,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010811_strТР
A,A0010812,КР,Капитальный ремонт,200,1-0180,,960010812,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010812_strКР
A,A0010812,ТО,Техническое обслуживание,200,1-0180,,960010812,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010812_strТО
A,A0010812,ТР,Текущий ремонт,200,1-0180,,960010812,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010812_strТР
A,A0010813,КР,Капитальный ремонт,200,1-0180,,960010813,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010813_strКР
A,A0010813,ТО,Техническое обслуживание,200,1-0180,,960010813,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010813_strТО
A,A0010813,ТР,Текущий ремонт,200,1-0180,,960010813,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010813_strТР
A,A0010814,КР,Капитальный ремонт,200,1-0180,,960010814,4,2020-12-08,2020-12-07,2019-06-01,"34,500","21,000",A0010814_strКР
A,A0010814,ТО,Техническое обслуживание,200,1-0180,,960010814,4,2020-12-08,2020-12-07,2019-06-01,"9,200","5,600",A0010814_strТО
A,A0010814,ТР,Текущий ремонт,200,1-0180,,960010814,4,2020-12-08,2020-12-07,2019-06-01,"23,000","14,000",A0010814_strТР
A,A0010815,КР,Капитальный ремонт,200,1-0180,,960010815,4,2020-12-08,2020-12-07,2019-06-01,"22,500","15,000",A0010815_strКР
A,A0010815,ТО,Техническое обслуживание,200,1-0180,,960010815,4,2020-12-08,2020-12-07,2019-06-01,"6,000","4,000",A0010815_strТО
A,A0010815,ТР,Текущий ремонт,200,1-0180,,960010815,4,2020-12-08,2020-12-07,2019-06-01,"15,000","10,000",A0010815_strТР
A,A0010816,КР,Капитальный ремонт,200,1-0180,,960010816,4,2020-12-08,2020-12-07,2019-06-01,"36,000","24,000",A0010816_strКР
A,A0010816,ТО,Техническое обслуживание,200,1-0180,,960010816,4,2020-12-08,2020-12-07,2019-06-01,"11,200","7,400",A0010816_strТО
A,A0010816,ТР,Текущий ремонт,200,1-0180,,960010816,4,2020-12-08,2020-12-07,2019-06-01,"28,000","16,000",A0010816_strТР
A,A0010817,КР,Капитальный ремонт,200,1-0180,,960010817,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010817_strКР
A,A0010817,ТО,Техническое обслуживание,200,1-0180,,960010817,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010817_strТО
A,A0010817,ТР,Текущий ремонт,200,1-0180,,960010817,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010817_strТР
A,A0010818,КР,Капитальный ремонт,200,1-0180,,960010818,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010818_strКР
A,A0010818,ТО,Техническое обслуживание,200,1-0180,,960010818,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010818_strТО
A,A0010818,ТР,Текущий ремонт,200,1-0180,,960010818,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010818_strТР
A,A0010819,КР,Капитальный ремонт,200,1-0180,,960010819,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010819_strКР
A,A0010819,ТО,Техническое обслуживание,200,1-0180,,960010819,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010819_strТО
A,A0010819,ТР,Текущий ремонт,200,1-0180,,960010819,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010819_strТР
A,A0010820,КР,Капитальный ремонт,200,1-0180,,960010820,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010820_strКР
A,A0010820,ТО,Техническое обслуживание,200,1-0180,,960010820,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010820_strТО
A,A0010820,ТР,Текущий ремонт,200,1-0180,,960010820,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010820_strТР
A,A0010821,КР,Капитальный ремонт,200,1-0180,,960010821,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010821_strКР
A,A0010821,ТО,Техническое обслуживание,200,1-0180,,960010821,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010821_strТО
A,A0010821,ТР,Текущий ремонт,200,1-0180,,960010821,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010821_strТР
A,A0010822,КР,Капитальный ремонт,200,1-0180,,960010822,4,2020-12-08,2020-12-07,2019-06-01,"128,000","66,000",A0010822_strКР
A,A0010822,ТО,Техническое обслуживание,200,1-0180,,960010822,4,2020-12-08,2020-12-07,2019-06-01,"15,200","9,600",A0010822_strТО
A,A0010822,ТР,Текущий ремонт,200,1-0180,,960010822,4,2020-12-08,2020-12-07,2019-06-01,"19,000","12,000",A0010822_strТР
A,A0010823,КР,Капитальный ремонт,200,1-0180,,960010823,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010823_strКР
A,A0010823,ТО,Техническое обслуживание,200,1-0180,,960010823,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010823_strТО
A,A0010823,ТР,Текущий ремонт,200,1-0180,,960010823,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010823_strТР
A,A0010824,КР,Капитальный ремонт,200,1-0180,,960010824,4,2020-12-08,2020-12-07,2019-06-01,"128,000","66,000",A0010824_strКР
A,A0010824,ТО,Техническое обслуживание,200,1-0180,,960010824,4,2020-12-08,2020-12-07,2019-06-01,"15,200","9,600",A0010824_strТО
A,A0010824,ТР,Текущий ремонт,200,1-0180,,960010824,4,2020-12-08,2020-12-07,2019-06-01,"19,000","12,000",A0010824_strТР
A,A0010825,КР,Капитальный ремонт,200,1-0180,,960010825,4,2020-12-08,2020-12-07,2019-06-01,"15,000","6,000",A0010825_strКР
A,A0010825,ТО,Техническое обслуживание,200,1-0180,,960010825,4,2020-12-08,2020-12-07,2019-06-01,"4,000","1,600",A0010825_strТО
A,A0010825,ТР,Текущий ремонт,200,1-0180,,960010825,4,2020-12-08,2020-12-07,2019-06-01,"10,000","4,000",A0010825_strТР
A,A0010826,КР,Капитальный ремонт,200,1-0180,,960010826,4,2020-12-08,2020-12-07,2019-06-01,"120,000","90,000",A0010826_strКР
A,A0010826,ТО,Техническое обслуживание,200,1-0180,,960010826,4,2020-12-08,2020-12-07,2019-06-01,"38,400","24,000",A0010826_strТО
A,A0010826,ТР,Текущий ремонт,200,1-0180,,960010826,4,2020-12-08,2020-12-07,2019-06-01,"96,000","60,000",A0010826_strТР
A,A0010827,КР,Капитальный ремонт,200,1-0180,,960010827,4,2020-12-08,2020-12-07,2019-06-01,"12,000","4,800",A0010827_strКР
A,A0010827,ТО,Техническое обслуживание,200,1-0180,,960010827,4,2020-12-08,2020-12-07,2019-06-01,"3,200","1,280",A0010827_strТО
