Единица оборудования,Техническое место,Выбранная строка,Тип техкарты,Группа,СчетГруппТехкарт,ТкстТехкрт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Завод,Группа плановиков,Страт. предупр. ТОРО,Внешний идентификатор техкарты
,,,A,A0005418,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45353_30458
,,,A,A0005420,Т1,Текущий ремонт 1,10,5,1100,100,1-0137,4563_30460
,,,A,A0005420,Т2,Текущий ремонт 2,20,10,1100,100,1-0137,4564_30460
,,,A,A0005420,ТО,Техническое обслуживание,1,1,1100,100,1-0137,4562_30460
,,,A,A0005425,КР,Капитальный ремонт,51,24,1100,100,1-0201,5729_30465
,,,A,A0005425,ТО,Техническое обслуживание,5,5,1100,100,1-0201,5727_30465
,,,A,A0005425,ТР,Текущий ремонт,"24,5",12,1100,100,1-0201,5728_30465
,,,A,A0005428,Т1,Текущий ремонт 1,8,4,1100,100,1-0205,45281_30468
,,,A,A0005428,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45282_30468
,,,A,A0005428,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45280_30468
,,,A,A0005429,Т1,Текущий ремонт 1,12,6,1100,100,1-0205,45244_30469
,,,A,A0005429,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45245_30469
,,,A,A0005429,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45243_30469
,,,A,A0005432,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,3958_30472
,,,A,A0005432,Т2,Текущий ремонт 2,48,24,1100,100,1-0205,3959_30472
,,,A,A0005432,ТО,Техническое обслуживание,3,3,1100,100,1-0205,3957_30472
,,,A,A0005433,Т1,Текущий ремонт 1,8,8,1100,100,1-0137,45567_30473
,,,A,A0005433,Т2,Текущий ремонт 2,24,12,1100,100,1-0137,45568_30473
,,,A,A0005433,ТО,Техническое обслуживание,3,3,1100,100,1-0137,45566_30473
,,,A,A0005435,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45253_30475
,,,A,A0005435,Т2,Текущий ремонт 2,12,12,1100,100,1-0205,45254_30475
,,,A,A0005435,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45252_30475
,,,A,A0005436,Т1,Текущий ремонт 1,24,12,1100,100,2-0385,49575_30476
,,,A,A0005436,Т2,Текущий ремонт 2,48,24,1100,100,2-0385,49576_30476
,,,A,A0005436,ТО,Техническое обслуживание,3,3,1100,100,2-0385,49574_30476
,,,A,A0005437,КР,Капитальный ремонт,576,144,1100,100,1-0204,6362_30477
,,,A,A0005437,Т1,Текущий ремонт 1,24,12,1100,100,1-0204,6360_30477
,,,A,A0005437,Т2,Текущий ремонт 2,48,24,1100,100,1-0204,6361_30477
,,,A,A0005437,ТО,Техническое обслуживание,4,4,1100,100,1-0204,6359_30477
,,,A,A0005438,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6123_30478
,,,A,A0005438,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6124_30478
,,,A,A0005438,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6122_30478
,,,A,A0005440,Т1,Текущий ремонт 1,6,6,1100,100,1-0137,45287_30480
,,,A,A0005440,Т2,Текущий ремонт 2,20,10,1100,100,1-0137,45288_30480
,,,A,A0005440,ТО,Техническое обслуживание,2,2,1100,100,1-0137,45286_30480
,,,A,A0005441,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,4176_30481
,,,A,A0005441,Т2,Текущий ремонт 2,48,24,1100,100,1-0205,4177_30481
,,,A,A0005441,ТО,Техническое обслуживание,2,2,1100,100,1-0205,4175_30481
,,,A,A0005442,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6303_30482
,,,A,A0005442,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6304_30482
,,,A,A0005442,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6302_30482
,,,A,A0005443,Т1,Текущий ремонт 1,6,6,1100,100,2-0385,49587_30483
,,,A,A0005443,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49588_30483
,,,A,A0005443,ТО,Техническое обслуживание,1,1,1100,100,2-0385,49586_30483
,,,A,A0005444,КР,Капитальный ремонт,576,144,1100,100,1-0205,6267_30484
,,,A,A0005444,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6265_30484
,,,A,A0005444,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6266_30484
,,,A,A0005444,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6264_30484
,,,A,A0005446,Т1,Текущий ремонт 1,24,12,1100,100,1-0137,45259_30486
,,,A,A0005446,Т2,Текущий ремонт 2,32,16,1100,100,1-0137,45260_30486
,,,A,A0005446,ТО,Техническое обслуживание,2,2,1100,100,1-0137,45258_30486
,,,A,A0005447,Т1,Текущий ремонт 1,6,6,1100,100,2-0385,49584_30487
,,,A,A0005447,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49585_30487
,,,A,A0005447,ТО,Техническое обслуживание,1,1,1100,100,2-0385,49583_30487
,,,A,A0005449,КР,Капитальный ремонт,48,24,1100,100,1-0174,6346_30489
,,,A,A0005449,ТО,Техническое обслуживание,5,5,1100,100,1-0174,6344_30489
,,,A,A0005449,ТР,Текущий ремонт,24,12,1100,100,1-0174,6345_30489
,,,A,A0005450,Т1,Текущий ремонт 1,"18,7","10,3",1100,100,1-0144,42384_30490
,,,A,A0005450,Т2,Текущий ремонт 2,"23,1","12,2",1100,100,1-0144,42385_30490
,,,A,A0005450,ТО,Техническое обслуживание,2,2,1100,100,1-0144,42383_30490
,,,A,A0005451,Т1,Текущий ремонт 1,18,6,1100,100,1-0205,3634_30491
,,,A,A0005451,Т2,Текущий ремонт 2,36,12,1100,100,1-0205,3635_30491
,,,A,A0005451,ТО,Техническое обслуживание,2,2,1100,100,1-0205,3633_30491
,,,A,A0005456,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45634_30496
,,,A,A0005456,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45635_30496
,,,A,A0005456,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45633_30496
,,,A,A0005458,Т1,Текущий ремонт 1,18,6,1100,100,1-0205,45589_30498
,,,A,A0005458,Т2,Текущий ремонт 2,36,12,1100,100,1-0205,45590_30498
,,,A,A0005458,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45588_30498
,,,A,A0005461,Т1,Текущий ремонт 1,48,16,1100,100,1-0189,45609_30501
,,,A,A0005461,Т2,Текущий ремонт 2,72,24,1100,100,1-0189,45610_30501
,,,A,A0005461,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45608_30501
,,,A,A0005462,Т1,Текущий ремонт 1,36,12,1100,100,2-0596,49768_30502
,,,A,A0005462,Т2,Текущий ремонт 2,54,18,1100,100,2-0596,49769_30502
,,,A,A0005462,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49767_30502
,,,A,A0005463,Т1,Текущий ремонт 1,36,12,1100,100,2-0596,49771_30503
,,,A,A0005463,Т2,Текущий ремонт 2,54,18,1100,100,2-0596,49772_30503
,,,A,A0005463,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49770_30503
,,,A,A0005464,Т1,Текущий ремонт 1,24,12,1100,100,2-0596,49774_30504
,,,A,A0005464,Т2,Текущий ремонт 2,48,24,1100,100,2-0596,49775_30504
,,,A,A0005464,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49773_30504
,,,A,A0005465,Т1,Текущий ремонт 1,48,16,1100,100,2-0596,49777_30505
,,,A,A0005465,Т2,Текущий ремонт 2,72,24,1100,100,2-0596,49778_30505
,,,A,A0005465,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49776_30505
,,,A,A0005467,Т1,Текущий ремонт 1,24,12,1100,100,2-0385,49762_30507
,,,A,A0005467,Т2,Текущий ремонт 2,72,24,1100,100,2-0385,49763_30507
,,,A,A0005467,ТО,Техническое обслуживание,3,3,1100,100,2-0385,49761_30507
,,,A,A0005468,Т1,Текущий ремонт 1,48,16,1100,100,1-0189,45622_30508
,,,A,A0005468,Т2,Текущий ремонт 2,72,24,1100,100,1-0189,45623_30508
,,,A,A0005468,ТО,Техническое обслуживание,2,2,1100,100,1-0189,45621_30508
,,,A,A0005471,Т1,Текущий ремонт 1,24,12,1100,100,2-0355,49784_30511
,,,A,A0005471,Т2,Текущий ремонт 2,48,24,1100,100,2-0355,49785_30511
,,,A,A0005471,ТО,Техническое обслуживание,3,3,1100,100,2-0355,49783_30511
,,,A,A0005472,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,45616_30512
,,,A,A0005472,Т2,Текущий ремонт 2,36,18,1100,100,1-0205,45617_30512
,,,A,A0005472,ТО,Техническое обслуживание,2,2,1100,100,1-0205,45615_30512
,,,A,A0005473,Т1,Текущий ремонт 1,10,5,1100,100,1-0137,4595_30513
,,,A,A0005473,Т2,Текущий ремонт 2,20,10,1100,100,1-0137,4596_30513
,,,A,A0005473,ТО,Техническое обслуживание,1,1,1100,100,1-0137,4594_30513
,,,A,A0005477,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,6135_30517
,,,A,A0005477,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,6136_30517
,,,A,A0005477,ТО,Техническое обслуживание,1,1,1100,100,1-0205,6134_30517
,,,A,A0005479,Т1,Текущий ремонт 1,6,6,1100,100,1-0205,45272_30519
,,,A,A0005479,Т2,Текущий ремонт 2,24,12,1100,100,1-0205,45273_30519
,,,A,A0005479,ТО,Техническое обслуживание,1,1,1100,100,1-0205,45271_30519
,,,A,A0005488,Т1,Текущий ремонт 1,5,5,1100,200,1-0137,6207_30528
,,,A,A0005488,Т2,Текущий ремонт 2,8,8,1100,200,1-0137,6208_30528
,,,A,A0005488,ТО,Техническое обслуживание,1,1,1100,200,1-0137,6206_30528
,,,A,A0005489,ТР,Текущий ремонт,49,9,1100,200,1-2015,44474_30529
,,,A,A0005490,Т1,Текущий ремонт 1,5,5,1100,200,1-0137,6285_30530
,,,A,A0005490,Т2,Текущий ремонт 2,8,8,1100,200,1-0137,6286_30530
,,,A,A0005490,ТО,Техническое обслуживание,1,1,1100,200,1-0137,6284_30530
,,,A,A0005501,КР,Капитальный ремонт,105,105,1100,100,2-0457,3883_30541
,,,A,A0005501,ТО,Техническое обслуживание,7,7,1100,100,2-0457,3881_30541
,,,A,A0005501,ТР,Текущий ремонт,26,26,1100,100,2-0457,3882_30541
,,,A,A0005503,КР,Капитальный ремонт,141,141,1100,100,2-0457,3913_30543
,,,A,A0005503,ТО,Техническое обслуживание,7,7,1100,100,2-0457,3911_30543
,,,A,A0005503,ТР,Текущий ремонт,49,49,1100,100,2-0457,3912_30543
,,,A,A0005508,Т1,Текущий ремонт 1,16,8,1100,100,1-0137,2707_30548
,,,A,A0005508,Т2,Текущий ремонт 2,24,12,1100,100,1-0137,2708_30548
,,,A,A0005508,ТО,Техническое обслуживание,2,2,1100,100,1-0137,2706_30548
,,,A,A0005509,Т1,Текущий ремонт 1,6,6,1100,100,2-0385,49543_30549
,,,A,A0005509,Т2,Текущий ремонт 2,24,12,1100,100,2-0385,49544_30549
,,,A,A0005509,ТО,Техническое обслуживание,1,1,1100,100,2-0385,49542_30549
,,,A,A0005511,Т1,Текущий ремонт 1,36,12,1100,100,1-0189,48832_30551
,,,A,A0005511,Т2,Текущий ремонт 2,54,18,1100,100,1-0189,48833_30551
,,,A,A0005511,ТО,Техническое обслуживание,2,2,1100,100,1-0189,48831_30551
,,,A,A0005512,ТО,Техническое обслуживание,2,2,1100,100,2-0622,49516_30552
,,,A,A0005512,ТР,Текущий ремонт,24,12,1100,100,2-0622,49517_30552
,,,A,A0005513,Т1,Текущий ремонт 1,24,12,1100,100,2-0596,49716_30553
,,,A,A0005513,Т2,Текущий ремонт 2,48,24,1100,100,2-0596,49717_30553
,,,A,A0005513,ТО,Техническое обслуживание,2,2,1100,100,2-0596,49715_30553
,,,A,A0005514,Т1,Текущий ремонт 1,24,12,1100,100,1-0137,3898_30554
,,,A,A0005514,Т2,Текущий ремонт 2,48,24,1100,100,1-0137,3899_30554
,,,A,A0005514,ТО,Техническое обслуживание,3,3,1100,100,1-0137,3897_30554
,,,A,A0005515,Т1,Текущий ремонт 1,24,12,1100,100,1-0137,3871_30555
,,,A,A0005515,Т2,Текущий ремонт 2,48,24,1100,100,1-0137,3872_30555
,,,A,A0005515,ТО,Техническое обслуживание,3,3,1100,100,1-0137,3870_30555
,,,A,A0005516,Т1,Текущий ремонт 1,48,16,1100,100,1-0189,48835_30556
,,,A,A0005516,Т2,Текущий ремонт 2,72,24,1100,100,1-0189,48836_30556
,,,A,A0005516,ТО,Техническое обслуживание,2,2,1100,100,1-0189,48834_30556
,,,A,A0005517,Т1,Текущий ремонт 1,36,12,1100,100,1-0189,48829_30557
,,,A,A0005517,Т2,Текущий ремонт 2,54,18,1100,100,1-0189,48830_30557
,,,A,A0005517,ТО,Техническое обслуживание,2,2,1100,100,1-0189,48828_30557
,,,A,A0005521,Т1,Текущий ремонт 1,"8,49",6,1100,100,1-0175,45703_30561
,,,A,A0005521,Т2,Текущий ремонт 2,"12,99",12,1100,100,1-0175,45704_30561
,,,A,A0005521,ТО,Техническое обслуживание,4,2,1100,100,1-0175,45702_30561
,,,A,A0005526,Т1,Текущий ремонт 1,16,8,1100,100,1-0137,6231_30566
,,,A,A0005526,Т2,Текущий ремонт 2,28,14,1100,100,1-0137,6232_30566
,,,A,A0005526,ТО,Техническое обслуживание,2,2,1100,100,1-0137,6230_30566
,,,A,A0005527,Т1,Текущий ремонт 1,16,8,1100,100,1-0137,6234_30567
,,,A,A0005527,Т2,Текущий ремонт 2,28,14,1100,100,1-0137,6235_30567
,,,A,A0005527,ТО,Техническое обслуживание,2,2,1100,100,1-0137,6233_30567
,,,A,A0005528,Т1,Текущий ремонт 1,16,8,1100,100,1-0137,6237_30568
,,,A,A0005528,Т2,Текущий ремонт 2,28,14,1100,100,1-0137,6238_30568
,,,A,A0005528,ТО,Техническое обслуживание,2,2,1100,100,1-0137,6236_30568
,,,A,A0005531,Т1,Текущий ремонт 1,16,8,1100,100,2-0355,49534_30571
,,,A,A0005531,Т2,Текущий ремонт 2,28,14,1100,100,2-0355,49535_30571
,,,A,A0005531,ТО,Техническое обслуживание,2,2,1100,100,2-0355,49533_30571
,,,A,A0005533,Т1,Текущий ремонт 1,96,32,1100,100,2-0402,49622_30573
,,,A,A0005533,Т2,Текущий ремонт 2,216,72,1100,100,2-0402,49623_30573
,,,A,A0005533,ТО,Техническое обслуживание,36,12,1100,100,2-0402,49621_30573
,,,A,A0005537,Т1,Текущий ремонт 1,16,8,1100,100,2-0355,49537_30577
,,,A,A0005537,Т2,Текущий ремонт 2,28,14,1100,100,2-0355,49538_30577
,,,A,A0005537,ТО,Техническое обслуживание,2,2,1100,100,2-0355,49536_30577
,,,A,A0005538,Т1,Текущий ремонт 1,16,8,1100,100,1-0137,45247_30578
,,,A,A0005538,Т2,Текущий ремонт 2,28,14,1100,100,1-0137,45248_30578
,,,A,A0005538,ТО,Техническое обслуживание,2,2,1100,100,1-0137,45246_30578
,,,A,A0005541,Т1,Текущий ремонт 1,6,6,1100,100,2-0355,49438_30581
,,,A,A0005541,Т2,Текущий ремонт 2,20,10,1100,100,2-0355,49439_30581
,,,A,A0005541,ТО,Техническое обслуживание,1,1,1100,100,2-0355,49437_30581
,,,A,A0005542,Т1,Текущий ремонт 1,6,6,1100,100,1-0137,6328_30582
,,,A,A0005542,Т2,Текущий ремонт 2,20,10,1100,100,1-0137,6329_30582
,,,A,A0005542,ТО,Техническое обслуживание,1,1,1100,100,1-0137,6327_30582
,,,A,A0005543,Т1,Текущий ремонт 1,6,6,1100,100,2-0355,49441_30583
,,,A,A0005543,Т2,Текущий ремонт 2,20,10,1100,100,2-0355,49442_30583
,,,A,A0005543,ТО,Техническое обслуживание,1,1,1100,100,2-0355,49440_30583
,,,A,A0005544,Т1,Текущий ремонт 1,6,6,1100,100,1-0137,6294_30584
,,,A,A0005544,Т2,Текущий ремонт 2,20,10,1100,100,1-0137,6295_30584
,,,A,A0005544,ТО,Техническое обслуживание,1,1,1100,100,1-0137,6293_30584
,,,A,A0005550,ТО,Техническое обслуживание,2,2,1100,100,2-0344,49572_30590
,,,A,A0005550,ТР,Текущий ремонт,24,12,1100,100,2-0344,49573_30590
,,,A,A0005552,ТР,Текущий ремонт,6,2,1100,200,1-2015,44480_30592
,,,A,A0005554,ТР,Текущий ремонт,6,2,1100,200,1-2015,44477_30594
,,,A,A0005556,КР,Капитальный ремонт,14,4,1100,200,2-0463,6019_30596
,,,A,A0005556,ТР,Текущий ремонт,6,2,1100,200,2-0463,6017_30596
,,,A,A0005557,ТР,Текущий ремонт,6,"2,7",1100,200,1-2015,44479_30597
,,,A,A0005558,ТР,Текущий ремонт,6,2,1100,200,1-2015,44478_30598
,,,A,A0005562,Т1,Текущий ремонт 1,16,8,1100,100,1-0137,3692_30602
,,,A,A0005562,Т2,Текущий ремонт 2,24,12,1100,100,1-0137,3693_30602
,,,A,A0005562,ТО,Техническое обслуживание,4,4,1100,100,1-0137,3691_30602
,,,A,A0005577,Т1,Текущий ремонт 1,10,5,1100,100,2-0355,49564_30617
,,,A,A0005577,Т2,Текущий ремонт 2,20,10,1100,100,2-0355,49565_30617
,,,A,A0005577,ТО,Техническое обслуживание,1,1,1100,100,2-0355,49563_30617
,,,A,A0005578,Т1,Текущий ремонт 1,10,5,1100,100,2-0355,49549_30618
,,,A,A0005578,Т2,Текущий ремонт 2,20,10,1100,100,2-0355,49550_30618
,,,A,A0005578,ТО,Техническое обслуживание,1,1,1100,100,2-0355,49548_30618
,,,A,A0005579,Т1,Текущий ремонт 1,24,12,1100,100,1-0205,4058_30619
,,,A,A0005579,Т2,Текущий ремонт 2,48,24,1100,100,1-0205,4059_30619
,,,A,A0005579,ТО,Техническое обслуживание,3,3,1100,100,1-0205,4057_30619
