Единица оборудования,Техническое место,Выбранная строка,Тип техкарты,Группа,СчетГруппТехкарт,ТкстТехкрт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Завод,Группа плановиков,Страт. предупр. ТОРО,Внешний идентификатор техкарты
,,,A,B0008386,ТО,Техническое обслуживание,15,"7,5",1100,200,1-0180,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ
,,,A,B0008386,ТР,Текущий ремонт,36,18,1100,200,1-0180,ТЕКУЩИЙ РЕМОНТ
,,,A,B0008571,ТО,Техническое обслуживание,"0,667","0,667",1100,900,1-1998,
,,,A,B0008862,КР,КР,120,110,1100,200,1-0222,
,,,A,B0008862,ТО,ТО,1,1,1100,200,1-0222,
,,,A,B0008862,ТР,ТР,5,5,1100,200,1-0222,
,,,A,B0009069,КР,Капитальный ремонт,"1,8","1,8",1100,900,1-0173,47336_34130
,,,A,B0009069,ТО,Техническое обслуживание,"1,2","1,2",1100,900,1-0173,47334_34130
,,,A,B0009069,ТР,Текущий ремонт,"1,6","1,6",1100,900,1-0173,47335_34130
,,,A,B0009096,КР,Капитальный ремонт,5,"2,5",1100,900,1-0173,47330_34157
,,,A,B0009096,ТО,Техническое обслуживание,"1,9","1,9",1100,900,1-0173,47328_34157
,,,A,B0009096,ТР,Текущий ремонт,4,2,1100,900,1-0173,47329_34157
,,,A,B0009458,КР,Капитальный ремонт,"4,2","4,2",1100,900,1-0173,47354_34519
,,,A,B0009458,ТО,Техническое обслуживание,"2,2","2,2",1100,900,1-0173,47352_34519
,,,A,B0009458,ТР,Текущий ремонт,"3,3","3,3",1100,900,1-0173,47353_34519
,,,A,B0009461,ТО,Техническое обслуживание,"0,667","0,667",1100,900,1-1998,
,,,A,B0009488,ТО,Техническое обслуживание,"0,667","0,667",1100,900,1-1998,
,,,A,B0009489,ТО,Техническое обслуживание,1,1,1100,900,1-1998,
,,,A,B0009722,КР,Капитальный ремонт,"2,4","2,4",1100,900,1-0173,33254_34783
,,,A,B0009722,ТО,Техническое обслуживание,"1,5","1,5",1100,900,1-0173,33252_34783
,,,A,B0009722,ТР,Текущий ремонт,"2,3","2,3",1100,900,1-0173,33253_34783
,,,A,B0009857,КР,Капитальный ремонт,"1,6","1,6",1100,900,1-0173,47454_34918
,,,A,B0009857,ТО,Техническое обслуживание,"1,1","1,1",1100,900,1-0173,47452_34918
,,,A,B0009857,ТР,Текущий ремонт,"1,2","1,2",1100,900,1-0173,47453_34918
,,,A,B0009901,КР,Капитальный ремонт,"2,7","2,7",1100,900,1-0173,31865_34962
,,,A,B0009901,ТО,Техническое обслуживание,"1,8","1,8",1100,900,1-0173,31863_34962
,,,A,B0009901,ТР,Текущий ремонт,"2,4","2,4",1100,900,1-0173,31864_34962
,,,A,B0010446,ТО,Техническое обслуживание,"0,667","0,667",1100,900,1-1998,
,,,A,B0010635,КР,КР,570,43,1100,200,1-2004,
,,,A,B0010635,ТР,ТР,150,8,1100,200,1-2004,
,,,A,B0010636,КР,КР,570,43,1100,200,1-2004,
,,,A,B0010636,ТР,ТР,150,8,1100,200,1-2004,
,,,A,B0010637,КР,КР,570,43,1100,200,1-2004,
,,,A,B0010637,ТР,ТР,150,8,1100,200,1-2004,
,,,A,B0010695,КР,Капитальный ремонт,892,"148,7",1100,200,1-0109,ГРАДИРНЯ
,,,A,B0010695,ТР,Текущий ремонт,333,"47,6",1100,200,1-0109,ГРАДИРНЯ
,,,A,B0010763,ТО,ТО,"1,5","0,8",1100,200,1-0180,
,,,A,B0010763,ТР,ТР,"3,5","1,8",1100,200,1-0180,
,,,A,B0010766,ТО,ТО,1,"0,5",1100,200,1-0180,
,,,A,B0010766,ТР,ТР,"2,5","1,3",1100,200,1-0180,
,,,A,B0010767,ТО,ТО,"1,5","0,8",1100,200,1-0180,
,,,A,B0010767,ТР,ТР,"3,5","1,8",1100,200,1-0180,
,,,A,B0010770,КР,КР,45,"22,5",1100,200,1-0180,
,,,A,B0010770,ТО,ТО,12,6,1100,200,1-0180,
,,,A,B0010770,ТР,ТР,30,15,1100,200,1-0180,
,,,A,B0010771,ТО,ТО,"1,5","0,8",1100,200,1-0180,
,,,A,B0010771,ТР,ТР,"3,5","1,8",1100,200,1-0180,
,,,A,B0010788,КР,КР,44,22,1100,200,1-0180,
,,,A,B0010788,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010788,ТР,ТР,22,11,1100,200,1-0180,
,,,A,B0010789,КР,КР,44,22,1100,200,1-0180,
,,,A,B0010789,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010789,ТР,ТР,22,11,1100,200,1-0180,
,,,A,B0010790,ТО,ТО,3,"1,5",1100,200,1-1945,
,,,A,B0010790,ТР,ТР,"7,5","3,8",1100,200,1-1945,
,,,A,B0010791,ТО,ТО,"1,6","0,8",1100,200,1-0180,
,,,A,B0010791,ТР,ТР,"3,6","1,8",1100,200,1-0180,
,,,A,B0010794,ТО,ТО,1,"0,5",1100,200,1-1945,
,,,A,B0010794,ТР,ТР,"2,5","1,3",1100,200,1-1945,
,,,A,B0010798,ТО,ТО,2,1,1100,200,1-0180,
,,,A,B0010798,ТР,ТР,5,"2,5",1100,200,1-0180,
,,,A,B0010800,ТО,ТО,3,"1,5",1100,200,1-0180,
,,,A,B0010800,ТР,ТР,"7,5","3,8",1100,200,1-0180,
,,,A,B0010801,ТО,ТО,"1,5","0,8",1100,200,1-0180,
,,,A,B0010801,ТР,ТР,"3,5","1,8",1100,200,1-0180,
,,,A,B0010802,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010802,ТР,ТР,20,10,1100,200,1-0180,
,,,A,B0010804,ТО,ТО,1,"0,5",1100,200,1-1945,
,,,A,B0010804,ТР,ТР,"2,5","1,3",1100,200,1-1945,
,,,A,B0010805,ТО,ТО,1,"0,5",1100,200,1-1945,
,,,A,B0010805,ТР,ТР,"2,5","1,3",1100,200,1-1945,
,,,A,B0010806,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010806,ТР,ТР,20,10,1100,200,1-0180,
,,,A,B0010808,ТО,ТО,"1,6","0,8",1100,200,1-0180,
,,,A,B0010808,ТР,ТР,"3,6","1,8",1100,200,1-0180,
,,,A,B0010813,ТО,ТО,1,"0,5",1100,200,1-0180,
,,,A,B0010813,ТР,ТР,"2,6","1,3",1100,200,1-0180,
,,,A,B0010815,ТО,ТО,3,"1,5",1100,200,1-0180,
,,,A,B0010815,ТР,ТР,"7,5","3,8",1100,200,1-0180,
,,,A,B0010816,КР,КР,45,"22,5",1100,200,1-0180,
,,,A,B0010816,ТО,ТО,12,6,1100,200,1-0180,
,,,A,B0010816,ТР,ТР,30,15,1100,200,1-0180,
,,,A,B0010818,ТО,ТО,"1,5","0,8",1100,200,1-1945,
,,,A,B0010818,ТР,ТР,"3,5","1,8",1100,200,1-1945,
,,,A,B0010820,ТО,ТО,1,"0,5",1100,200,1-0180,
,,,A,B0010820,ТР,ТР,"2,5","1,3",1100,200,1-0180,
,,,A,B0010822,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010822,ТР,ТР,20,10,1100,200,1-0180,
,,,A,B0010823,ТО,ТО,1,"0,5",1100,200,1-1945,
,,,A,B0010823,ТР,ТР,"2,5","1,3",1100,200,1-1945,
,,,A,B0010824,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010824,ТР,ТР,20,10,1100,200,1-0180,
,,,A,B0010826,КР,КР,44,22,1100,200,1-0180,
,,,A,B0010826,ТО,ТО,12,6,1100,200,1-0180,
,,,A,B0010826,ТР,ТР,22,11,1100,200,1-0180,
,,,A,B0010827,ТО,ТО,1,"0,5",1100,200,1-0180,
,,,A,B0010827,ТР,ТР,"1,5","0,8",1100,200,1-0180,
,,,A,B0010904,КР,КР,44,22,1100,200,1-0180,
,,,A,B0010904,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010904,ТР,ТР,22,11,1100,200,1-0180,
,,,A,B0010905,КР,КР,44,22,1100,200,1-0180,
,,,A,B0010905,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010905,ТР,ТР,22,11,1100,200,1-0180,
,,,A,B0010906,КР,КР,44,22,1100,200,1-0180,
,,,A,B0010906,ТО,ТО,8,4,1100,200,1-0180,
,,,A,B0010906,ТР,ТР,22,11,1100,200,1-0180,
,,,A,B0011036,КР,Капитальный ремонт,"4 663,000","1 554,300",1100,200,2-0697,КАПИТАЛЬНЫЙ РЕМОНТ ЭКГ-20
,,,A,B0011036,О1,Техническое обслуживание 1,8,4,1100,200,2-0697,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ 1 ЭКГ-20
,,,A,B0011036,О2,Техническое обслуживание 2,57,"11,4",1100,200,2-0697,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ 2 ЭКГ-20
,,,A,B0011036,Т1,Текущий ремонт 1,168,84,1100,200,2-0697,ТЕКУЩИЙ РЕМОНТ 1 ЭКГ-20
,,,A,B0011036,Т2,Текущий ремонт 2,"1 066,000","118,4",1100,200,2-0697,ТЕКУЩИЙ РЕМОНТ 2 ЭКГ-20
,,,A,B0011073,ТО,ТО,"4,6","2,3",1100,200,1-0139,
,,,A,B0011073,ТР,ТР,"45,2","22,6",1100,200,1-0139,
,,,A,B0011074,КР,КР,45,"22,5",1100,200,1-0180,
,,,A,B0011074,ТО,ТО,12,6,1100,200,1-0180,
,,,A,B0011074,ТР,ТР,30,15,1100,200,1-0180,
,,,A,B0011106,КР,Капитальный ремонт,54,27,1100,200,1-0180,КАПИТАЛЬНЫЙ РЕМОНТ СВД-Е-290-253
,,,A,B0011106,ТО,Техническое обслуживание,15,"7,5",1100,200,1-0180,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ  СВД-Е-290-253
,,,A,B0011106,ТР,Текущий ремонт,36,18,1100,200,1-0180,ТЕКУЩИЙ РЕМОНТ СВД-Е-290-253
,,,A,B0011108,ТО,Техническое обслуживание,"19,8","9,9",1100,200,1-2017,ТЕХНИЧЕСКОЕ ОБСЛУЖИВАНИЕ
,,,A,B0011108,ТР,Текущий ремонт,198,99,1100,200,1-2017,ТЕКУЩИЙ РЕМОНТ
,,,A,B0011109,ТО,ТО,4,2,1100,200,1-0139,
,,,A,B0011109,ТР,ТР,40,20,1100,200,1-0139,
,,,A,B0011254,КР,КР,44,22,1100,200,1-0180,
,,,A,B0011254,ТО,ТО,12,6,1100,200,1-0180,
,,,A,B0011254,ТР,ТР,22,11,1100,200,1-0180,
,,,A,B0011255,КР,КР,45,"22,5",1100,200,1-0180,
,,,A,B0011255,ТО,ТО,12,6,1100,200,1-0180,
,,,A,B0011255,ТР,ТР,30,15,1100,200,1-0180,
,,,A,B0011307,ТО,ТО,4,2,1100,200,1-0180,
,,,A,B0011307,ТР,ТР,10,5,1100,200,1-0180,
,,,A,B0011318,КР,Капитальный ремонт,171,171,1100,200,1-0252,ДЕАЭРАТОР Д-100/25
,,,A,B0011318,ТР,Текущий ремонт,51,51,1100,200,1-0252,ДЕАЭРАТОР Д-100/25
,,,A,B0011321,ТО,ТО,2,1,1100,200,1-0180,
,,,A,B0011321,ТР,ТР,5,"2,5",1100,200,1-0180,
,,,A,B0011386,ТО,ТО,"3,2","1,6",1100,200,1-0139,
,,,A,B0011386,ТР,ТР,"32,8","16,4",1100,200,1-0139,
,,,A,B0011387,ТО,ТО,"1,5","0,8",1100,200,1-1945,
,,,A,B0011387,ТР,ТР,"3,5","1,8",1100,200,1-1945,
,,,A,B0011388,ТО,ТО,"13,8","6,9",1100,200,1-2018,
,,,A,B0011388,ТР,ТР,72,36,1100,200,1-2018,
,,,A,C0000020,0Т,ТР(замена) напорного каната,10,5,1100,100,2-0867,ТР(ЗАМЕНА) НАПОРНОГО КАНАТА ЭКГ-10
,,,A,C0000020,1Р,ТР(замена) возвратного каната,10,5,1100,100,2-0867,ТР(ЗАМЕНА) ВОЗВРАТНОГО КАНАТА ЭКГ-10
,,,A,C0000020,1Т,ТР(замена) двуручьевого блока,144,48,1100,100,2-0866,ТР(ЗАМЕНА) ДВУРУЧЬЕВОГО БЛОКА ЭКГ-10
,,,A,C0000020,2Р,ТР(замена) стрелового каната,36,12,1100,100,2-0867,ТР(ЗАМЕНА) СТРЕЛОВОГО КАНАТА ЭКГ-10
,,,A,C0000020,2Т,ТР(замена) головного блока,90,30,1100,100,2-0866,ТР(ЗАМЕНА) ГОЛОВНОГО БЛОКА ЭКГ-10
,,,A,C0000020,3Р,ТР(замена) зубьев ковша,4,2,1100,100,2-0867,ТР(ЗАМЕНА) ЗУБЬЕВ КОВША ЭКГ-10
,,,A,C0000020,3Т,ТР бортового редуктора,45,15,1100,100,2-0866,ТР БОРТОВОГО РЕДУКТОРА ЭКГ-10
,,,A,C0000020,4Р,ТР(замена) троса ОДК,2,1,1100,100,2-0867,ТР(ЗАМЕНА) ТРОСА ОДК ЭКГ-10
,,,A,C0000020,4Т,ТР(замена) опорных колес,60,20,1100,100,2-0866,ТР(ЗАМЕНА) ОПОРНЫХ КОЛЕС ЭКГ-10
,,,A,C0000020,5Т,ТР(замена) натяжных колес,30,10,1100,100,2-0866,ТР(ЗАМЕНА) НАТЯЖНЫХ КОЛЕС ЭКГ-10
,,,A,C0000020,6Т,ТР(замена) натяжной оси,60,20,1100,100,2-0866,ТР(ЗАМЕНА) НАТЯЖНОЙ ОСИ ЭКГ-10
,,,A,C0000020,7Т,ТР(замена) вертикально-поворот,"1 000,000",250,1100,100,2-0866,ТР(ЗАМЕНА) ВЕРТИКАЛЬНО-ПОВОРОТ ЭКГ-10
,,,A,C0000020,8Т,ТР(замена) седлового подшипника,36,12,1100,100,2-0866,ТР(ЗАМЕНА) СЕДЛОВОГО ПОДШИПНИКА ЭКГ-10
,,,A,C0000020,9Т,ТР(замена) подъемого каната,12,6,1100,100,2-0867,ТР(ЗАМЕНА) ПОДЪЕМОГО КАНАТА ЭКГ-10
,,,A,C0000020,ЕТ,Ежедневное ТО,30,30,1100,100,1-2000,ЕСО ЭКГ-10
,,,A,C0000020,ЗВ,Замена ковша,54,18,1100,100,2-0868,ЗАМЕНА КОВША ЭКГ-10
,,,A,C0000020,ЗЛ,Замена гусеничных лент,120,40,1100,100,2-0868,ЗАМЕНА ГУСЕНИЧНЫХ ЛЕНТ ЭКГ-10
,,,A,C0000020,Т1,ТР компрессорной установки,"1,5","1,5",1100,100,2-0866,ТР КОМПРЕССОРНОЙ УСТАНОВКИ ЭКГ-10
,,,A,C0000020,Т2,Замена масла,26,15,1100,100,2-0866,ЗАМЕНА МАСЛА ЭКГ-10
,,,A,C0000020,Т3,ТР(замена) рычага засова,6,3,1100,100,2-0866,ТР(ЗАМЕНА) РЫЧАГА ЗАСОВА ЭКГ-10
,,,A,C0000020,Т4,ТР(замена) уплотнений седлового подшипн,21,7,1100,100,2-0866,ТР(ЗАМЕНА) УПЛОТНЕНИЙ СЕДЛ ПОДШ ЭКГ-10
,,,A,C0000020,Т5,ТР(замена) цепи ОДК,4,2,1100,100,2-0866,ТР(ЗАМЕНА) ЦЕПИ ОДК ЭКГ-10
,,,A,C0000020,Т6,ТР(замена) засова ковша,2,1,1100,100,2-0866,ТР(ЗАМЕНА) ЗАСОВА КОВША ЭКГ-10
,,,A,C0000020,Т7,ТР(замена) ведущего колеса в сб,30,10,1100,100,2-0866,ТР(ЗАМЕНА) ВЕДУЩЕГО КОЛЕСА В СБ ЭКГ-10
,,,A,C0000020,Т8,ТР(замена) пневмораспределител,4,4,1100,100,2-0866,ТР(ЗАМЕНА) ПНЕВМОРАСПРЕДЕЛИТЕЛ ЭКГ-10
,,,A,C0000020,Т9,ТР(замена) пневмоцилиндры,32,16,1100,100,2-0866,ТР(ЗАМЕНА) ПНЕВМОЦИЛИНДРЫ ЭКГ-10
,,,A,C0000020,ТБ,ТР(замена) быстроходных валов,20,10,1100,100,2-0866,ТР(ЗАМЕНА) БЫСТРОХОДНЫХ ВАЛОВ ЭКГ-10
,,,A,C0001034,КР,КР,205,129,1100,200,1-0109,
,,,A,C0001034,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0001034,ТР,ТР,35,18,1100,200,1-0109,
,,,A,C0001465,ТО,ТО,1,"0,5",1100,200,1-0139,
,,,A,C0001465,ТР,ТР,7,"3,5",1100,200,1-0139,
,,,A,C0001469,ТО,Техническое обслуживание,"3,96","2,4",1100,200,1-2015,47208_26997
,,,A,C0001469,ТР,Текущий ремонт,"39,6",24,1100,200,1-2015,47209_26997
,,,A,C0001500,ТО,ТО,"1,2","0,6",1100,200,1-0139,
,,,A,C0001500,ТР,ТР,12,6,1100,200,1-0139,
,,,A,C0001502,ТО,ТО,"1,2","0,6",1100,200,1-0139,
,,,A,C0001502,ТР,ТР,11,"5,5",1100,200,1-0139,
,,,A,C0001517,ТО,Техническое обслуживание,"1,08","0,4",1100,200,1-2015,48854_26492
,,,A,C0001517,ТР,Текущий ремонт,"10,8",4,1100,200,1-2015,48855_26492
,,,A,C0001536,ТО,ТО,1,"0,5",1100,200,1-0139,
,,,A,C0001536,ТР,ТР,"2,4","1,2",1100,200,1-0139,
,,,A,C0001537,ТО,Техническое обслуживание,1,"0,5",1100,200,1-2015,26307_27700
,,,A,C0001537,ТР,Текущий ремонт,3,"1,5",1100,200,1-2015,26308_27700
,,,A,C0001546,ТО,ТО,1,"0,5",1100,200,1-0139,
,,,A,C0001546,ТР,ТР,"3,2","1,6",1100,200,1-0139,
,,,A,C0001548,ТО,Техническое обслуживание,2,1,1100,200,1-2015,26573_28870
,,,A,C0001548,ТР,Текущий ремонт,6,3,1100,200,1-2015,26574_28870
,,,A,C0001551,ТО,ТО,1,"0,5",1100,200,1-0139,
,,,A,C0001551,ТР,ТР,"4,8","2,4",1100,200,1-0139,
,,,A,C0001552,ТО,Техническое обслуживание,"1,1","0,4",1100,200,1-2015,26571_26170
,,,A,C0001552,ТР,Текущий ремонт,11,4,1100,200,1-2015,26572_26170
,,,A,C0001558,ТР,Текущий ремонт,17,10,1100,200,1-1969,44549_26732
,,,A,C0001561,ТО,ТО,1,"0,5",1100,200,1-0139,
,,,A,C0001561,ТР,ТР,8,4,1100,200,1-0139,
,,,A,C0001662,КР,КР,48,24,1100,200,1-2015,
,,,A,C0001662,ТО,ТО,3,3,1100,200,1-2015,
,,,A,C0001662,ТР,ТР,12,6,1100,200,1-2015,
,,,A,C0001663,КР,КР,96,48,1100,200,1-2015,
,,,A,C0001663,ТО,ТО,6,6,1100,200,1-2015,
,,,A,C0001663,ТР,ТР,24,12,1100,200,1-2015,
,,,A,C0001671,КР,Капитальный ремонт,3,3,1100,200,1-0231,К-59_E35_04
,,,A,C0001671,ТО,Техническое обслуживание,1,1,1100,200,1-0231,К-59_E35_04
,,,A,C0001671,ТР,Текущий ремонт,1,1,1100,200,1-0231,К-59_E35_04
,,,A,C0001676,КР,КР,96,48,1100,200,1-0111,
,,,A,C0001676,ТО,ТО,2,1,1100,200,1-0111,
,,,A,C0001676,ТР,ТР,48,24,1100,200,1-0111,
,,,A,C0001775,КР,КР,96,48,1100,200,1-0111,
,,,A,C0001775,ТО,ТО,2,1,1100,200,1-0111,
,,,A,C0001775,ТР,ТР,48,24,1100,200,1-0111,
,,,A,C0001807,КР,КР,95,48,1100,200,1-0111,
,,,A,C0001807,ТО,ТО,11,6,1100,200,1-0111,
,,,A,C0001807,ТР,ТР,24,12,1100,200,1-0111,
,,,A,C0002359,КР,КР,"2 570,000",360,1100,200,1-0255,
,,,A,C0002359,ТО,ТО,44,11,1100,200,1-0255,
,,,A,C0002359,ТР,ТР,832,120,1100,200,1-0255,
,,,A,C0003623,34,КР ходовой части,477,456,1100,100,2-0481,49305_25680
,,,A,C0003623,ЗД,Замена двигателя,40,20,1100,100,2-0608,49304_25680
,,,A,C0003623,О1,Техническое обслуживание 1,"7,25","7,25",1100,100,2-0390,49290_25680
,,,A,C0003623,О2,Техническое обслуживание 2,6,6,1100,100,2-0390,49291_25680
,,,A,C0003623,О3,Техническое обслуживание 3,"6,8","6,8",1100,100,2-0390,49292_25680
,,,A,C0003623,О4,Техническое обслуживание 4,"14,7","14,2",1100,100,2-0390,49293_25680
,,,A,C0003623,О5,Техническое обслуживание 5,"13,9","13,9",1100,100,2-0390,49294_25680
,,,A,C0003623,О6,Техническое обслуживание 6,"17,3","16,3",1100,100,2-0390,49295_25680
,,,A,C0003623,Т1,Текущий ремонт 1,12,"7,6",1100,100,2-0391,49296_25680
,,,A,C0003623,Т2,Текущий ремонт 2,154,88,1100,100,2-0391,49297_25680
,,,A,C0003623,Т3,Текущий ремонт 3,53,"34,8",1100,100,2-0391,49298_25680
,,,A,C0003623,Т4,Текущий ремонт 4,"238,2","141,7",1100,100,2-0391,49299_25680
,,,A,C0003623,ТВ,ТР вращателя,32,32,1100,100,2-0618,49300_25680
,,,A,C0003623,ТР,ТР Доп системы,0,2,1100,100,1-2007,DML HP 1450_E02_03
,,,A,C0003779,КР,КР,300,150,1100,200,2-0701,
,,,A,C0003779,ТО,ТО,16,8,1100,200,2-0701,
,,,A,C0003779,ТР,ТР,54,18,1100,200,2-0701,
,,,A,C0004727,КР,КР,96,36,1100,200,1-0202,
,,,A,C0004727,ТО,ТО,7,7,1100,200,1-0202,
,,,A,C0004727,ТР,ТР,52,10,1100,200,1-0202,
,,,A,C0004728,КР,КР,300,150,1100,200,2-0701,
,,,A,C0004728,ТО,ТО,16,8,1100,200,2-0701,
,,,A,C0004728,ТР,ТР,54,18,1100,200,2-0701,
,,,A,C0004750,КР,КР,96,36,1100,200,1-0202,
,,,A,C0004750,ТО,ТО,7,7,1100,200,1-0202,
,,,A,C0004750,ТР,ТР,52,10,1100,200,1-0202,
,,,A,C0004754,КР,КР,96,36,1100,200,1-0202,
,,,A,C0004754,ТО,ТО,7,7,1100,200,1-0202,
,,,A,C0004754,ТР,ТР,52,10,1100,200,1-0202,
,,,A,C0004782,КР,Капитальный ремонт,"3 600,000",360,1100,100,2-0678,42637_29822
,,,A,C0004782,О1,Техническое обслуживание 1,110,"50,5",1100,100,2-0678,36284_29822
,,,A,C0004782,О2,Техническое обслуживание 2,238,"98,5",1100,100,2-0678,36285_29822
,,,A,C0004782,ТР,Текущий ремонт,"1 920,000","719,5",1100,100,2-0678,36286_29822
,,,A,C0005238,КР,КР,305,141,1100,200,1-0109,
,,,A,C0005238,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005238,ТР,ТР,48,24,1100,200,1-0109,
,,,A,C0005243,КР,КР,205,141,1100,200,1-0109,
,,,A,C0005243,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005243,ТР,ТР,30,15,1100,200,1-0109,
,,,A,C0005245,КР,КР,231,135,1100,200,1-0109,
,,,A,C0005245,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005245,ТР,ТР,52,26,1100,200,1-0109,
,,,A,C0005246,КР,КР,277,135,1100,200,1-0109,
,,,A,C0005246,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005246,ТР,ТР,45,23,1100,200,1-0109,
,,,A,C0005248,КР,КР,205,129,1100,200,1-0109,
,,,A,C0005248,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005248,ТР,ТР,30,15,1100,200,1-0109,
,,,A,C0005249,КР,КР,277,135,1100,200,1-0109,
,,,A,C0005249,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005249,ТР,ТР,60,30,1100,200,1-0109,
,,,A,C0005252,КР,КР,172,105,1100,200,1-0109,
,,,A,C0005252,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005252,ТР,ТР,38,19,1100,200,1-0109,
,,,A,C0005498,КР,КР,114,57,1100,200,1-0109,
,,,A,C0005498,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005498,ТР,ТР,48,24,1100,200,1-0109,
,,,A,C0005500,КР,КР,311,194,1100,200,1-0109,
,,,A,C0005500,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005500,ТР,ТР,88,44,1100,200,1-0109,
,,,A,C0005501,КР,КР,216,141,1100,200,1-0109,
,,,A,C0005501,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005501,ТР,ТР,44,22,1100,200,1-0109,
,,,A,C0005502,КР,КР,311,194,1100,200,1-0109,
,,,A,C0005502,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005502,ТР,ТР,88,44,1100,200,1-0109,
,,,A,C0005503,КР,КР,216,141,1100,200,1-0109,
,,,A,C0005503,ТО,ТО,7,7,1100,200,1-0109,
,,,A,C0005503,ТР,ТР,65,33,1100,200,1-0109,
,,,A,C0005892,КР,Капитальный ремонт,"2 004,000",501,1100,200,1-0234,КР КТ-5А
,,,A,C0005892,ТР,Текущий ремонт,700,"116,7",1100,200,1-0234,ТР КТ-5А
,,,A,C0006037,КР,КР,938,540,1100,200,1-0195,
,,,A,C0006037,ТО,ТО,"0,2","0,2",1100,200,1-0195,
,,,A,C0006037,ТР,ТР,188,42,1100,200,1-0195,
,,,A,C0006038,КР,КР,938,540,1100,200,1-0195,
,,,A,C0006038,ТО,ТО,"0,2","0,2",1100,200,1-0195,
,,,A,C0006038,ТР,ТР,188,42,1100,200,1-0195,
,,,A,C0006039,КР,КР,216,156,1100,200,1-0195,
,,,A,C0006039,ТО,ТО,1,1,1100,200,1-0235,
,,,A,C0006039,ТР,ТР,43,6,1100,200,1-0195,
,,,A,C0006040,КР,КР,938,540,1100,200,1-0195,
,,,A,C0006040,ТО,ТО,"0,2","0,2",1100,200,1-0195,
,,,A,C0006040,ТР,ТР,188,42,1100,200,1-0195,
,,,A,C0006042,КР,КР,777,486,1100,200,1-0195,
,,,A,C0006042,ТО,ТО,"0,2","0,2",1100,200,1-0195,
,,,A,C0006042,ТР,ТР,155,24,1100,200,1-0195,
,,,A,C0006064,КР,КР,60,43,1100,200,1-0195,
,,,A,C0006064,ТО,ТО,1,1,1100,200,1-0254,
,,,A,C0006064,ТР,ТР,10,2,1100,200,1-0195,
,,,A,C0006065,КР,КР,647,384,1100,200,1-0195,
,,,A,C0006065,ТО,ТО,"0,2","0,2",1100,200,1-0195,
,,,A,C0006065,ТР,ТР,129,16,1100,200,1-0195,
,,,A,C0006075,КР,КР,33,18,1100,200,1-0195,
,,,A,C0006075,ТО,ТО,1,1,1100,200,1-0195,
,,,A,C0006075,ТР,ТР,9,6,1100,200,1-0195,
,,,A,C0006076,КР,КР,103,96,1100,200,1-0195,
,,,A,C0006076,ТО,ТО,1,1,1100,200,1-0235,
,,,A,C0006076,ТР,ТР,21,4,1100,200,1-0195,
,,,A,C0006077,КР,КР,24,12,1100,200,1-0195,
,,,A,C0006077,ТО,ТО,1,1,1100,200,1-0195,
,,,A,C0006077,ТР,ТР,8,4,1100,200,1-0195,
,,,A,C0006078,КР,Капитальный ремонт,12,6,1100,200,1-0195,НАЛИ-СЭЩ-6_E31
,,,A,C0006078,ТО,Техническое обслуживание,1,1,1100,200,1-0195,НАЛИ-СЭЩ-6_E31
,,,A,C0006078,ТР,Текущий ремонт,4,2,1100,200,1-0195,НАЛИ-СЭЩ-6_E31
,,,A,C0006079,КР,КР,12,6,1100,200,1-0195,
,,,A,C0006079,ТО,ТО,1,1,1100,200,1-0195,
,,,A,C0006079,ТР,ТР,4,2,1100,200,1-0195,
,,,A,C0006081,КР,КР,33,18,1100,200,1-0195,
,,,A,C0006081,ТО,ТО,1,1,1100,200,1-0195,
,,,A,C0006081,ТР,ТР,9,6,1100,200,1-0195,
,,,A,C0006082,КР,КР,24,12,1100,200,1-0195,
,,,A,C0006082,ТО,ТО,1,1,1100,200,1-0195,
,,,A,C0006082,ТР,ТР,8,4,1100,200,1-0195,
,,,A,C0006083,КР,КР,179,144,1100,200,1-0195,
