Ед. оборудов.,Техместо,Тип техкарты,Группа,СчтГрупТехкарт,Группа_СчетГруппТехкарт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Описание,Завод,Гр. плановиков,Стратегия,Внешний ид.,Метка удаления,Монтажный узел,Статус,Дата изменения,Дата создания,Рабочее место,Завод РабМесто,Действит. с,ИндУдаления
,,A,G0000064,СО,G0000064_СО,"17,400","12,000",СТО НЕФАЗ-42111-45,1501,100,1-2000,НЕФАЗ-42111-45_E04_01,,960000064,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000064,ТР,G0000064_ТР,"10,200","9,000",ТР НЕФАЗ-42111-45,1501,100,2-2001,НЕФАЗ-42111-45_E04_01,,960000064,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000065,ЗД,G0000065_ЗД,"0,000","0,000",Замена двс НЕФАЗ-5299,1501,100,2-1949,НЕФАЗ-5299_E04_01,,960000065,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000065,О1,G0000065_О1,"8,300","2,000",ТО1 НЕФАЗ-5299,1501,100,2-2018,НЕФАЗ-5299_E04_01,,960000065,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000065,О2,G0000065_О2,"34,700","7,000",ТО2 НЕФАЗ-5299,1501,100,2-2018,НЕФАЗ-5299_E04_01,,960000065,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000065,СО,G0000065_СО,"38,100","10,000",СТО НЕФАЗ-5299,1501,100,1-2000,НЕФАЗ-5299_E04_01,,960000065,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000065,ТР,G0000065_ТР,"17,600","7,000",ТР НЕФАЗ-5299,1501,100,2-2001,НЕФАЗ-5299_E04_01,,960000065,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000067,О1,G0000067_О1,"8,300","2,000",Техническое обслуживание 1,1501,100,2-2018,НЕФАЗ-5299-10-15_E04_01,,960000067,4,7/14/2021,8/26/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000067,О2,G0000067_О2,"34,700","7,000",Техническое обслуживание 2,1501,100,2-2018,НЕФАЗ-5299-10-15_E04_01,,960000067,4,7/14/2021,8/26/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000067,РТ,G0000067_РТ,"0,000","26,000",Текущий ремонт по времени,1501,100,1-2007,НЕФАЗ-5299-10-15_E04_01,,960000067,4,7/28/2021,7/10/2021,C-KFUGM,1501,1/1/2021,
,,A,G0000067,СО,G0000067_СО,"38,100","10,000",Сезонное обслуживание,1501,100,1-2000,НЕФАЗ-5299-10-15_E04_01,,960000067,4,7/14/2021,8/26/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000069,ЗД,G0000069_ЗД,"0,000","0,000",Замена двс НЕФАЗ-5299-11-42,1501,100,2-2017,НЕФАЗ-5299-11-42_E04_01,,960000069,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000069,КР,G0000069_КР,"0,000","0,000",Капитальный ремонт,1501,100,2-1935,НЕФАЗ-5299-11-42_E04_01,,960000069,4,8/12/2020,8/12/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000069,О1,G0000069_О1,"8,300","2,000",Техническое обслуживание 1,1501,100,2-2018,НЕФАЗ-5299-11-42_E04_01,,960000069,4,7/20/2021,7/7/2021,C-KFUGM,1501,7/7/2021,
,,A,G0000069,О2,G0000069_О2,"34,700","7,000",Техническое обслуживание 2,1501,100,2-2018,НЕФАЗ-5299-11-42_E04_01,,960000069,4,7/20/2021,7/7/2021,C-KFUGM,1501,7/7/2021,
,,A,G0000069,РТ,G0000069_РТ,"0,000","26,000",Текущий ремонт по времени,1501,100,1-2007,,,960000069,4,12/16/2020,12/16/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000069,СО,G0000069_СО,"38,100","10,000",СТО НЕФАЗ-5299-11-42,1501,100,1-2000,НЕФАЗ-5299-11-42_E04_01,,960000069,4,7/20/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000069,ТР,G0000069_ТР,"17,600","7,000",ТР НЕФАЗ-5299-11-42,1501,100,2-2001,НЕФАЗ-5299-11-42_E04_01,,960000069,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000073,ЗД,G0000073_ЗД,"0,000","0,000",Замена двс ПАЗ-32053,1501,100,2-2016,ПАЗ-32053_E04_01,,960000073,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000073,КР,G0000073_КР,"251,000","210,000",КР ПАЗ-32053,1501,100,2-2019,ПАЗ-32053_E04_01,,960000073,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000073,О1,G0000073_О1,"6,100","1,000",ТО1 ПАЗ-32053,1501,100,2-2019,ПАЗ-32053_E04_01,,960000073,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000073,О2,G0000073_О2,"19,800","7,000",ТО2 ПАЗ-32053,1501,100,2-2019,ПАЗ-32053_E04_01,,960000073,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000073,РТ,G0000073_РТ,"24,000","24,000",Текущий ремонт по времени,1501,100,1-2007,ПАЗ-32053_E04_01,,960000073,4,7/30/2021,7/6/2021,C-KFUGM,1501,7/6/2021,
,,A,G0000073,СО,G0000073_СО,"21,800","9,000",СТО ПАЗ-32053,1501,100,1-2000,ПАЗ-32053_E04_01,,960000073,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000073,ТР,G0000073_ТР,"24,000","24,000",ТР ПАЗ-32053,1501,100,2-2001,ПАЗ-32053_E04_01,,960000073,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000074,ЗД,G0000074_ЗД,"0,000","0,000",Замена двс ПАЗ-3206-110-60,1501,100,2-2016,ПАЗ-3206-110-60_E04_01,,960000074,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000074,КР,G0000074_КР,"251,000","210,000",КР ПАЗ-3206-110-60,1501,100,2-2019,ПАЗ-3206-110-60_E04_01,,960000074,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000074,О1,G0000074_О1,"6,100","1,000",ТО1 ПАЗ-3206-110-60,1501,100,2-2019,ПАЗ-3206-110-60_E04_01,,960000074,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000074,О2,G0000074_О2,"19,800","7,000",ТО2 ПАЗ-3206-110-60,1501,100,2-2019,ПАЗ-3206-110-60_E04_01,,960000074,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000074,РТ,G0000074_РТ,"13,700","7,500",Текущий ремонт по времени,1501,100,1-2007,ПАЗ-3206-110-60_E04_01,,960000074,4,8/10/2020,8/10/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000074,СО,G0000074_СО,"21,800","9,000",СТО ПАЗ-3206-110-60,1501,100,1-2000,ПАЗ-3206-110-60_E04_01,,960000074,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000074,ТР,G0000074_ТР,"13,700","6,000",ТР ПАЗ-3206-110-60,1501,100,2-2001,ПАЗ-3206-110-60_E04_01,,960000074,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000075,ЗД,G0000075_ЗД,"0,000","0,000",Замена двс ПАЗ-4234,1501,100,2-2016,ПАЗ-4234_E04_01,,960000075,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000075,КР,G0000075_КР,"231,000","210,000",КР ПАЗ-4234,1501,100,2-2019,ПАЗ-4234_E04_01,,960000075,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000075,О1,G0000075_О1,"6,000","1,000",ТО1 ПАЗ-4234,1501,100,2-2019,ПАЗ-4234_E04_01,,960000075,5,6/24/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000075,О2,G0000075_О2,"19,800","7,000",ТО2 ПАЗ-4234,1501,100,2-2019,ПАЗ-4234_E04_01,,960000075,5,6/24/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000075,СО,G0000075_СО,"21,800","9,000",СТО ПАЗ-4234,1501,100,1-2000,ПАЗ-4234_E04_01,,960000075,5,6/24/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000075,ТР,G0000075_ТР,"13,700","6,000",ТР ПАЗ-4234,1501,100,2-2001,ПАЗ-4234_E04_01,,960000075,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000077,ЗД,G0000077_ЗД,"0,000","0,000",Замена двс УАЗ Patriot,1501,100,2-2029,УАЗ Patriot_E04_01,,960000077,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000077,КР,G0000077_КР,"142,000","58,000",КР УАЗ Patriot,1501,100,2-2028,УАЗ Patriot_E04_01,,960000077,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000077,О1,G0000077_О1,"3,000","1,000",ТО1 УАЗ Patriot,1501,100,2-2028,УАЗ PATRIOT_E04_01,,960000077,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000077,О2,G0000077_О2,"13,000","5,000",ТО2 УАЗ Patriot,1501,100,2-2028,УАЗ PATRIOT_E04_01,,960000077,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000077,РТ,G0000077_РТ,"23,300","8,800",Текущий ремонт по времени,1504,100,1-2007,УАЗ Patriot_E04_01,,960000077,4,7/22/2020,7/22/2020,C-MFOARM,1504,1/1/2020,
,,A,G0000077,СО,G0000077_СО,"15,000","7,000",СТО УАЗ Patriot,1501,100,1-2000,УАЗ PATRIOT_E04_01,,960000077,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000077,ТР,G0000077_ТР,"8,000","3,000",ТР УАЗ Patriot,1501,100,2-2001,УАЗ Patriot_E04_01,,960000077,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000078,ЗД,G0000078_ЗД,"0,000","0,000",Замена двс УАЗ Pickup,1501,100,2-2029,УАЗ Pickup_E04_01,,960000078,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000078,КР,G0000078_КР,"142,000","58,000",КР УАЗ Pickup,1501,100,2-2028,УАЗ Pickup_E04_01,,960000078,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000078,О1,G0000078_О1,"3,000","1,000",ТО1 УАЗ Pickup,1501,100,2-2028,УАЗ PICKUP_E04_01,,960000078,4,8/17/2021,12/2/2019,C-KFUGM,1501,6/1/2019,
,,A,G0000078,О2,G0000078_О2,"13,000","5,000",ТО2 УАЗ Pickup,1501,100,2-2028,УАЗ PICKUP_E04_01,,960000078,4,8/17/2021,12/2/2019,C-KFUGM,1501,6/1/2019,
,,A,G0000078,РТ,G0000078_РТ,"33,400","12,500",Текущий ремонт по времени,1504,100,1-2007,УАЗ Patriot_E04_01,,960000077,4,7/22/2020,7/22/2020,C-MFOARM,1504,1/1/2020,
,,A,G0000078,СО,G0000078_СО,"15,000","7,000",СТО УАЗ Pickup,1501,100,1-2000,УАЗ PICKUP_E04_01,,960000078,4,8/17/2021,12/2/2019,C-KFUGM,1501,6/1/2019,
,,A,G0000078,Т1,G0000078_Т1,"0,000","1,000",Текущий ремонт 1,1501,100,1-2007,УАЗ PICKUP_E04_01,,960000078,4,8/15/2021,8/15/2021,C-KFUGM,1501,1/1/2021,
,,A,G0000078,ТР,G0000078_ТР,"8,000","3,000",ТР УАЗ Pickup,1501,100,2-2001,УАЗ Pickup_E04_01,,960000078,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000079,ЗД,G0000079_ЗД,"0,000","0,000",Замена двс УАЗ-220621,1501,100,2-2003,УАЗ-220621_E04_01,,960000079,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000079,КР,G0000079_КР,"117,000","88,000",КР УАЗ-220621,1501,100,2-2023,УАЗ-220621_E04_01,,960000079,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000079,О1,G0000079_О1,"3,000","1,000",ТО1 УАЗ-220621,1501,100,2-2023,УАЗ-220621_E04_01,,960000079,4,5/25/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000079,О2,G0000079_О2,"12,600","5,000",ТО2 УАЗ-220621,1501,100,2-2023,УАЗ-220621_E04_01,,960000079,4,5/25/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000079,РТ,G0000079_РТ,"6,700","32,000",Текущий ремонт по времени,1501,100,1-2007,УАЗ-220621_E04_01,,960000079,4,8/10/2020,8/10/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000079,СО,G0000079_СО,"15,100","7,000",СТО УАЗ-220621,1501,100,1-2000,УАЗ-220621_E04_01,,960000079,4,5/25/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000079,ТР,G0000079_ТР,"6,700","3,000",ТР УАЗ-220621,1501,100,2-2001,УАЗ-220621_E04_01,,960000079,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000080,ЗД,G0000080_ЗД,"0,000","0,000",Замена двс УАЗ-220695-04,1501,100,2-2029,УАЗ-220695-04_E04_01,,960000080,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000080,КР,G0000080_КР,"142,000","58,000",КР УАЗ-220695-04,1501,100,2-2028,УАЗ-220695-04_E04_01,,960000080,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000080,О1,G0000080_О1,"3,000","1,000",ТО1 УАЗ-220695-04,1501,100,2-2028,УАЗ-220695-04_E04_01,,960000080,5,6/24/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000080,О2,G0000080_О2,"13,000","5,000",ТО2 УАЗ-220695-04,1501,100,2-2028,УАЗ-220695-04_E04_01,,960000080,5,6/24/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000080,РТ,G0000080_РТ,"33,400","12,500",Текущий ремонт по времени,1504,100,1-2007,УАЗ-390945_E04_01,,960000094,4,7/22/2020,7/22/2020,C-MFOARM,1504,1/1/2020,
,,A,G0000080,СО,G0000080_СО,"15,000","7,000",СТО УАЗ-220695-04,1501,100,1-2000,УАЗ-220695-04_E04_01,,960000080,5,6/24/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000080,ТР,G0000080_ТР,"8,000","3,000",ТР УАЗ-220695-04,1501,100,2-2001,УАЗ-220695-04_E04_01,,960000080,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000081,ЗД,G0000081_ЗД,"0,000","0,000",Замена двс УАЗ-23632 Pickup,1501,100,2-2029,УАЗ-23632 Pickup_E04_01,,960000081,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000081,КР,G0000081_КР,"142,000","58,000",КР УАЗ-23632 Pickup,1501,100,2-2028,УАЗ-23632 Pickup_E04_01,,960000081,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000081,О1,G0000081_О1,"0,000","0,000",ТО1 УАЗ-23632 Pickup,1501,100,2-2028,УАЗ-23632 Pickup_E04_01,,960000081,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000081,О2,G0000081_О2,"0,000","0,000",ТО2 УАЗ-23632 Pickup,1501,100,2-2028,УАЗ-23632 Pickup_E04_01,,960000081,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000081,РТ,G0000081_РТ,"33,400","12,500",Текущий ремонт по времени,1504,100,1-2007,УАЗ Patriot_E04_01,,960000077,4,7/22/2020,7/22/2020,C-MFOARM,1504,7/22/2020,
,,A,G0000081,СО,G0000081_СО,"15,000","7,000",СТО УАЗ-23632 Pickup,1501,100,1-2000,УАЗ-23632 Pickup_E04_01,,960000081,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000081,ТР,G0000081_ТР,"8,000","3,000",ТР УАЗ-23632 Pickup,1501,100,2-2001,УАЗ-23632 Pickup_E04_01,,960000081,4,7/22/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000084,ЗД,G0000084_ЗД,"0,000","0,000",Замена двс УАЗ-315195,1501,100,2-2003,УАЗ-315195_E04_01,,960000084,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000084,О1,G0000084_О1,"3,000","1,000",ТО1 УАЗ-315195,1501,100,2-1947,УАЗ-315195_E04_01,,960000084,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000084,О2,G0000084_О2,"12,600","5,000",ТО2 УАЗ-315195,1501,100,2-1947,УАЗ-315195_E04_01,,960000084,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000084,СО,G0000084_СО,"15,100","7,000",СТО УАЗ-315195,1501,100,1-2000,УАЗ-315195_E04_01,,960000084,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000084,ТР,G0000084_ТР,"6,700","3,000",ТР УАЗ-315195,1501,100,2-2001,УАЗ-315195_E04_01,,960000084,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000085,ЗД,G0000085_ЗД,"0,000","0,000",Замена двс УАЗ-315195 HUNTER,1501,100,2-2003,УАЗ-315195 HUNTER_E04_01,,960000085,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000085,КР,G0000085_КР,"117,000","88,000",КР УАЗ-315195 HUNTER,1501,100,2-2023,УАЗ-315195 HUNTER_E04_01,,960000085,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000085,О1,G0000085_О1,"3,000","1,000",ТО1 УАЗ-315195 HUNTER,1501,100,2-2023,УАЗ-315195 HUNTER_E04_01,,960000085,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000085,О2,G0000085_О2,"12,600","5,000",ТО2 УАЗ-315195 HUNTER,1501,100,2-2023,УАЗ-315195 HUNTER_E04_01,,960000085,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000085,СО,G0000085_СО,"15,100","7,000",СТО УАЗ-315195 HUNTER,1501,100,1-2000,УАЗ-315195 HUNTER_E04_01,,960000085,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000085,ТР,G0000085_ТР,"6,700","3,000",ТР УАЗ-315195 HUNTER,1501,100,2-2001,УАЗ-315195 HUNTER_E04_01,,960000085,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000087,О1,G0000087_О1,"1,000","3,000",Техническое обслуживание 1,1501,100,2-2023,УАЗ-315196 HUNTER_E04_01,,960000087,4,7/14/2021,7/5/2021,C-KFUGM,1501,7/5/2021,
,,A,G0000087,О2,G0000087_О2,"5,000","12,600",Техническое обслуживание 2,1501,100,2-2023,УАЗ-315196 HUNTER_E04_01,,960000087,4,7/20/2021,7/5/2021,C-KFUGM,1501,7/5/2021,
,,A,G0000087,РТ,G0000087_РТ,"0,000","58,000",Текущий ремонт по времени,1501,100,1-2007,,,960000087,4,7/29/2021,12/17/2020,C-KFUGM,1501,1/1/2020,
,,A,G0000087,СО,G0000087_СО,"7,000","15,100",Сезонное ТО,1501,100,1-2000,УАЗ-315196 HUNTER_E04_01,,960000087,4,7/20/2021,7/5/2021,C-KFUGM,1501,1/1/2021,
,,A,G0000088,ЗД,G0000088_ЗД,"0,000","0,000",Замена двс УАЗ-3163 Patriot,1501,100,2-2003,УАЗ-3163 Patriot_E04_01,,960000088,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000088,КР,G0000088_КР,"117,000","88,000",КР УАЗ-3163 Patriot,1501,100,2-2023,УАЗ-3163 Patriot_E04_01,,960000088,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000088,О1,G0000088_О1,"3,000","1,000",ТО1 УАЗ-3163 Patriot,1501,100,2-2023,УАЗ-3163 PATRIOT_E04_01,,960000088,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000088,О2,G0000088_О2,"12,600","5,000",ТО2 УАЗ-3163 Patriot,1501,100,2-2023,УАЗ-3163 PATRIOT_E04_01,,960000088,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000088,РТ,G0000088_РТ,"0,000","58,000",Текущий ремонт по времени,1501,100,1-2007,УАЗ-3163 PATRIOT_E04_01,,960000088,4,7/29/2021,7/10/2021,C-KFUGM,1501,1/1/2021,
,,A,G0000088,СО,G0000088_СО,"15,100","7,000",СТО УАЗ-3163 Patriot,1501,100,1-2000,УАЗ-3163 PATRIOT_E04_01,,960000088,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000088,ТР,G0000088_ТР,"6,700","3,000",ТР УАЗ-3163 Patriot,1501,100,2-2001,УАЗ-3163 Patriot_E04_01,,960000088,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000089,ЗД,G0000089_ЗД,"0,000","0,000",Замена двс УАЗ-3163-235,1501,100,2-2003,УАЗ-3163-235_E04_01,,960000089,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000089,КР,G0000089_КР,"0,000","60,000",Капитальный ремонт  КМ 105000,1501,100,2-0307,УАЗ-3163-235_E04_01,,960000089,4,8/13/2020,8/13/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000089,О1,G0000089_О1,"3,000","1,000",ТО1 УАЗ-3163-235,1501,100,2-1947,УАЗ-3163-235_E04_01,,960000089,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000089,О2,G0000089_О2,"12,600","5,000",ТО2 УАЗ-3163-235,1501,100,2-1947,УАЗ-3163-235_E04_01,,960000089,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000089,РТ,G0000089_РТ,"0,000","58,000",Текущий ремонт по времени,1501,100,1-2007,,,960000089,4,12/9/2020,12/9/2020,LOG-TIP,1501,1/1/2020,
,,A,G0000089,СО,G0000089_СО,"15,100","7,000",СТО УАЗ-3163-235,1501,100,1-2000,УАЗ-3163-235_E04_01,,960000089,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000089,ТР,G0000089_ТР,"6,700","3,000",ТР УАЗ-3163-235,1501,100,2-2001,УАЗ-3163-235_E04_01,,960000089,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000090,ЗД,G0000090_ЗД,"0,000","0,000",Замена двс УАЗ-3163-340 Patriot,1501,100,2-2003,УАЗ-3163-340 Patriot_E04_01,,960000090,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000090,КР,G0000090_КР,"117,000","88,000",КР УАЗ-3163-340 Patriot,1501,100,2-2023,УАЗ-3163-340 Patriot_E04_01,,960000090,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000090,О1,G0000090_О1,"3,000","1,000",ТО1 УАЗ-3163-340 Patriot,1501,100,2-2023,УАЗ-3163-340 PATRIOT_E04_01,,960000090,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000090,О2,G0000090_О2,"12,600","5,000",ТО2 УАЗ-3163-340 Patriot,1501,100,2-2023,УАЗ-3163-340 PATRIOT_E04_01,,960000090,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000090,СО,G0000090_СО,"15,100","7,000",СТО УАЗ-3163-340 Patriot,1501,100,1-2000,УАЗ-3163-340 PATRIOT_E04_01,,960000090,4,7/14/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000090,ТР,G0000090_ТР,"6,700","3,000",ТР УАЗ-3163-340 Patriot,1501,100,2-2001,УАЗ-3163-340 Patriot_E04_01,,960000090,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000091,КР,G0000091_КР,"78,000","60,000",Капитальный ремонт,1501,100,2-0307,УАЗ-3163-344 PATRIOT_E04_01,,960000091,5,7/6/2021,7/6/2021,C-KFUGM,1501,7/6/2021,
,,A,G0000091,О1,G0000091_О1,"3,000","1,000",Техническое обслуживание 1,1501,100,2-2023,УАЗ-3163-344 PATRIOT_E04_01,,960000091,4,7/14/2021,7/6/2021,C-KFUGM,1501,7/6/2021,
,,A,G0000091,О2,G0000091_О2,"12,600","5,000",Техническое обслуживание 2,1501,100,2-2023,УАЗ-3163-344 PATRIOT_E04_01,,960000091,4,7/14/2021,7/6/2021,C-KFUGM,1501,7/6/2021,
,,A,G0000091,РТ,G0000091_РТ,"0,000","58,000",Текущий ремонт по времени,1501,100,1-2007,УАЗ-3163-344 PATRIOT_E04_01,,960000091,4,7/29/2021,7/6/2021,C-KFUGM,1501,7/6/2021,
,,A,G0000091,СО,G0000091_СО,"15,100","7,000",Сезонное ТО,1501,100,1-2000,УАЗ-3163-344 PATRIOT_E04_01,,960000091,4,7/14/2021,7/6/2021,C-KFUGM,1501,7/6/2021,
,,A,G0000092,ЗД,G0000092_ЗД,"0,000","0,000",Замена двс УАЗ-3163-349,1501,100,2-2003,УАЗ-3163-349_E04_01,,960000092,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000092,О1,G0000092_О1,"3,000","1,000",ТО1 УАЗ-3163-349,1501,100,2-1947,УАЗ-3163-349_E04_01,,960000092,4,7/15/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000092,О2,G0000092_О2,"12,600","5,000",ТО2 УАЗ-3163-349,1501,100,2-1947,УАЗ-3163-349_E04_01,,960000092,4,7/15/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000092,РТ,G0000092_РТ,"0,000","58,000",Текущий ремонт по времени,1501,100,1-2007,УАЗ-3163-349_E04_01,,960000092,4,7/29/2021,7/10/2021,C-KFUGM,1501,1/1/2021,
,,A,G0000092,СО,G0000092_СО,"15,100","7,000",СТО УАЗ-3163-349,1501,100,1-2000,УАЗ-3163-349_E04_01,,960000092,4,7/15/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000092,ТР,G0000092_ТР,"6,700","3,000",ТР УАЗ-3163-349,1501,100,2-2001,УАЗ-3163-349_E04_01,,960000092,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000094,ЗД,G0000094_ЗД,"0,000","0,000",Замена двс УАЗ-390945,1501,100,2-2003,УАЗ-390945_E04_01,,960000094,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000094,КР,G0000094_КР,"0,000","60,000",КР УАЗ-390945,1501,100,2-2023,УАЗ-390945_E04_01,,960000094,4,2/20/2020,12/2/2019,LOG-TIP,1501,6/1/2019,
,,A,G0000094,О1,G0000094_О1,"3,000","1,000",ТО1 УАЗ-390945,1501,100,2-2023,УАЗ-390945_E04_01,,960000094,4,7/15/2021,12/2/2019,LOG-TIP,1501,6/1/2019,
