Ед. оборудов.,Техместо,Тип техкарты,Группа,СчтГрупТехкарт,Группа_СчетГруппТехкарт,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч",Описание,Завод,Гр. плановиков,Стратегия,Внешний ид.,Метка удаления,Монтажный узел,Статус,Дата изменения,Дата создания,Рабочее место,Завод РабМесто,Действит. с,ИндУдаления
,,A,A0005381,Т1,A0005381_Т1,"16,000","8,000",Текущий ремонт 1,1100,100,1-0189,45674_30421,,960005381,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005381,Т2,A0005381_Т2,"24,000","12,000",Текущий ремонт 2,1100,100,1-0189,45675_30421,,960005381,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005381,ТО,A0005381_ТО,"2,000","2,000",Техническое обслуживание,1100,100,1-0189,45673_30421,,960005381,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005382,Т1,A0005382_Т1,"36,000","12,000",Текущий ремонт 1,1100,100,1-0219,45413_30422,,960005382,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005382,Т2,A0005382_Т2,"54,000","18,000",Текущий ремонт 2,1100,100,1-0219,45414_30422,,960005382,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005382,ТО,A0005382_ТО,"2,000","2,000",Техническое обслуживание,1100,100,1-0219,45412_30422,,960005382,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005383,Т1,A0005383_Т1,"36,000","12,000",Текущий ремонт 1,1100,100,1-0205,48846_30423,,960005383,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005383,Т2,A0005383_Т2,"72,000","24,000",Текущий ремонт 2,1100,100,1-0205,48847_30423,,960005383,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005383,ТО,A0005383_ТО,"3,000","3,000",Техническое обслуживание,1100,100,1-0205,48845_30423,,960005383,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005385,КР,A0005385_КР,"72,000","24,000",Капитальный ремонт,1100,100,1-0206,48841_30425,,960005385,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005385,ТО,A0005385_ТО,"3,000","3,000",Техническое обслуживание,1100,100,1-0206,48839_30425,,960005385,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005385,ТР,A0005385_ТР,"24,000","12,000",Текущий ремонт,1100,100,1-0206,48840_30425,,960005385,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005386,Т1,A0005386_Т1,"48,000","16,000",Текущий ремонт 1,1100,100,2-0596,49690_30426,,960005386,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005386,Т2,A0005386_Т2,"72,000","24,000",Текущий ремонт 2,1100,100,2-0596,49691_30426,,960005386,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005386,ТО,A0005386_ТО,"2,000","2,000",Техническое обслуживание,1100,100,2-0596,49689_30426,,960005386,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005387,Т1,A0005387_Т1,"36,000","12,000",Текущий ремонт 1,1100,100,2-0385,49693_30427,,960005387,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005387,Т2,A0005387_Т2,"72,000","24,000",Текущий ремонт 2,1100,100,2-0385,49694_30427,,960005387,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005387,ТО,A0005387_ТО,"3,000","3,000",Техническое обслуживание,1100,100,2-0385,49692_30427,,960005387,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005388,Т1,A0005388_Т1,"16,000","8,000",Текущий ремонт 1,1100,100,1-0189,33379_30428,,960005388,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005388,Т2,A0005388_Т2,"24,000","12,000",Текущий ремонт 2,1100,100,1-0189,4946_30428,,960005388,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005388,ТО,A0005388_ТО,"2,000","2,000",Техническое обслуживание,1100,100,1-0189,4945_30428,,960005388,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005390,Т1,A0005390_Т1,"36,000","12,000",Текущий ремонт 1,1100,100,1-0189,45451_30430,,960005390,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005390,Т2,A0005390_Т2,"54,000","18,000",Текущий ремонт 2,1100,100,1-0189,45452_30430,,960005390,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005390,ТО,A0005390_ТО,"2,000","2,000",Техническое обслуживание,1100,100,1-0189,45450_30430,,960005390,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005395,КР,A0005395_КР,"48,000","24,000",Капитальный ремонт,1100,100,1-0185,4215_30435,,960005395,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005395,ТО,A0005395_ТО,"0,500","0,500",Техническое обслуживание,1100,100,1-0185,4212_30435,,960005395,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005395,ТР,A0005395_ТР,"24,000","12,000",Текущий ремонт,1100,100,1-0185,4213_30435,,960005395,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005396,Т1,A0005396_Т1,"6,000","6,000",Текущий ремонт 1,1100,100,1-0205,6186_30436,,960005396,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005396,Т2,A0005396_Т2,"20,000","10,000",Текущий ремонт 2,1100,100,1-0205,6187_30436,,960005396,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005396,ТО,A0005396_ТО,"2,000","2,000",Техническое обслуживание,1100,100,1-0205,6185_30436,,960005396,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005399,Т1,A0005399_Т1,"36,000","12,000",Текущий ремонт 1,1100,100,1-0189,45306_30439,,960005399,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005399,Т2,A0005399_Т2,"54,000","18,000",Текущий ремонт 2,1100,100,1-0189,45307_30439,,960005399,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005399,ТО,A0005399_ТО,"2,000","2,000",Техническое обслуживание,1100,100,1-0189,45297_30439,,960005399,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005403,КР,A0005403_КР,"48,000","24,000",Капитальный ремонт,1100,100,1-0185,4341_30443,,960005403,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005403,ТО,A0005403_ТО,"2,250","1,000",Техническое обслуживание,1100,100,1-0185,4338_30443,,960005403,5,3/1/2022,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005403,ТР,A0005403_ТР,"24,000","12,000",Текущий ремонт,1100,100,1-0185,4339_30443,,960005403,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005404,КР,A0005404_КР,"48,000","24,000",Капитальный ремонт,1100,100,1-0182,4198_30444,,960005404,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005404,ТО,A0005404_ТО,"0,500","0,500",Техническое обслуживание,1100,100,1-0182,4193_30444,,960005404,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005405,Т1,A0005405_Т1,"24,000","12,000",Текущий ремонт 1,1100,100,1-0137,45408_30445,,960005405,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005405,Т2,A0005405_Т2,"48,000","24,000",Текущий ремонт 2,1100,100,1-0137,45409_30445,,960005405,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005405,ТО,A0005405_ТО,"3,000","3,000",Техническое обслуживание,1100,100,1-0137,45407_30445,,960005405,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005406,Т1,A0005406_Т1,"24,000","12,000",Текущий ремонт 1,1100,100,1-0205,6364_30446,,960005406,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005406,Т2,A0005406_Т2,"48,000","24,000",Текущий ремонт 2,1100,100,1-0205,6365_30446,,960005406,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005406,ТО,A0005406_ТО,"3,000","3,000",Техническое обслуживание,1100,100,1-0205,6363_30446,,960005406,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005407,Т1,A0005407_Т1,"12,000","6,000",Текущий ремонт 1,1100,100,1-0205,45396_30447,,960005407,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005407,Т2,A0005407_Т2,"24,000","12,000",Текущий ремонт 2,1100,100,1-0205,45397_30447,,960005407,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005407,ТО,A0005407_ТО,"2,000","2,000",Техническое обслуживание,1100,100,1-0205,45395_30447,,960005407,4,12/7/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005408,КР,A0005408_КР,"48,000","24,000",Капитальный ремонт,1100,100,1-0182,4225_30448,,960005408,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005408,ТО,A0005408_ТО,"0,500","0,500",Техническое обслуживание,1100,100,1-0182,4220_30448,,960005408,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005410,КР,A0005410_КР,"68,200","48,000",Капитальный ремонт,1100,100,2-0458,4481_30450,,960005410,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005410,ТО,A0005410_ТО,"3,800","2,000",Техническое обслуживание,1100,100,2-0458,4479_30450,,960005410,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005410,ТР,A0005410_ТР,"48,000","24,000",Текущий ремонт,1100,100,2-0458,4480_30450,,960005410,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
,,A,A0005415,КР,A0005415_КР,"96,000","48,000",Капитальный ремонт,1100,100,1-0173,3617_30455,,960005415,4,12/8/2020,12/7/2020,KBE-TIP,1100,6/1/2019,
